Month;Precipitation;Temperature;Relative humidity
2017/01;194.8;25.37;77.69
2017/02;43.0;26.21;77.29
2017/03;162.2;23.32;78.28
2017/04;113.0;20.35;78.93
2017/05;179.8;18.44;86.78
2017/06;197.0;16.14;84.48
2017/07;17.0;16.8;75.65
2017/08;104.4;17.48;80.06
2017/09;166.4;20.31;81.49
2017/10;289.8;20.0;78.24
2017/11;136.0;20.72;73.89
2017/12;153.2;23.86;76.55
