iter	RMSE
128	16.8105597
129	16.73767544
130	16.70670715
131	16.67442647
132	16.61018672
133	16.58608443
134	16.54185826
135	16.50372998
136	16.48780387
137	16.46266499
138	16.42416265
139	16.34566928
140	16.29879279
141	16.26372318
142	16.25476157
143	16.24232118
144	16.19209444
145	16.17886209
146	16.12199402
147	16.10170098
148	16.05254584
149	16.00209522
150	15.94673106
151	15.89574579
152	15.87366554
153	15.83368448
154	15.81372352
155	15.77984739
156	15.74957667
157	15.73009023
158	15.70033994
159	15.67944886
160	15.60824593
161	15.56616671
162	15.5365371
163	15.50943323
164	15.46440809
165	15.41917748
166	15.32568022
167	15.19328108
168	15.17172248
169	15.10901871
170	15.08282429
171	15.06619323
172	15.0455417
173	15.00002844
174	14.97755657
175	14.92341315
176	14.90281118
177	14.8846662
178	14.85465588
179	14.76757074
180	14.70765592
181	14.68746832
182	14.67163991
183	14.66186627
184	14.607954
185	14.53597134
186	14.50671654
187	14.47687472
188	14.43612906
189	14.42659335
190	14.3687278
191	14.32891581
192	14.30561676
193	14.2941195
194	14.24338506
195	14.21176064
196	14.20230636
197	14.17763885
198	14.1351142
199	14.11833268
200	14.10415763
201	14.08193968
202	14.0316412
203	13.99942554
204	13.93202391
205	13.85172959
206	13.82986048
207	13.79688815
208	13.75616337
209	13.734105
210	13.6963381
211	13.67164366
212	13.64342001
213	13.57862157
214	13.54027349
215	13.51439864
216	13.5075759
217	13.48912312
218	13.48150567
219	13.46274791
220	13.3868343
221	13.35523444
222	13.32411789
223	13.30761276
224	13.2700791
225	13.18983577
226	13.16365093
227	13.13735386
228	13.10506053
229	13.10135686
230	13.06688167
231	13.03720627
232	13.01316191
233	13.00011195
234	12.95793131
235	12.92190315
236	12.88815698
237	12.83669498
238	12.81900123
239	12.79547831
240	12.77755673
241	12.75001876
242	12.71606524
243	12.68580119
244	12.63513111
245	12.61564986
246	12.58891073
247	12.57328883
248	12.56473336
249	12.53263974
250	12.50503512
251	12.49210132
252	12.48230293
253	12.44229756
254	12.4198549
255	12.40646711
256	12.39167895
257	12.36653446
258	12.34278373
259	12.31721578
260	12.28522244
261	12.23206825
262	12.21783071
263	12.16099623
264	12.1448593
265	12.13061441
266	12.10816128
267	12.0996943
268	12.06631727
269	12.05930054
270	12.04539057
271	12.03128934
272	12.0057664
273	11.97414805
274	11.94472468
275	11.93004539
276	11.90682189
277	11.90166341
278	11.86015736
279	11.85422806
280	11.81928629
281	11.77349204
282	11.75691175
283	11.73465139
284	11.69226494
285	11.67490586
286	11.62517034
287	11.61146816
288	11.5921472
289	11.5548899
290	11.54685393
291	11.53963028
292	11.49838074
293	11.46915949
294	11.42651161
295	11.38992181
296	11.35609938
297	11.3505361
298	11.31644161
299	11.27315465
300	11.23058549
301	11.21431526
302	11.19589119
303	11.18798876
304	11.17549726
305	11.17006607
306	11.16037993
307	11.15163953
308	11.11705506
309	11.092803
310	11.08140216
311	11.05102908
312	11.03966777
313	11.02484931
314	10.99931759
315	10.98911764
316	10.98287969
317	10.97155365
318	10.95210617
319	10.93692193
320	10.89607724
321	10.869543
322	10.8422167
323	10.83384173
324	10.79190208
325	10.77302594
326	10.76007303
327	10.75191232
328	10.72326587
329	10.70835698
330	10.68250878
331	10.64188707
332	10.62693372
333	10.60463824
334	10.56948203
335	10.54802913
336	10.53292456
337	10.5071779
338	10.48593944
339	10.46872631
340	10.46008208
341	10.44901617
342	10.42362287
343	10.40647619
344	10.38554372
345	10.37518114
346	10.36143752
347	10.3483474
348	10.32930671
349	10.29339961
350	10.25144548
351	10.22606935
352	10.21997035
353	10.20528283
354	10.18084578
355	10.17264912
356	10.16229139
357	10.14534037
358	10.13651209
359	10.12848969
360	10.12059522
361	10.1135469
362	10.10317454
363	10.09734617
364	10.08668899
365	10.08466401
366	10.07152948
367	10.05695455
368	10.05507866
369	10.04297812
370	10.03531682
371	10.01211021
372	9.998402266
373	9.98312617
374	9.972229138
375	9.963380623
376	9.950189786
377	9.937122827
378	9.927199803
379	9.911089241
380	9.904940604
381	9.887487407
382	9.880261365
383	9.862358719
384	9.859069992
385	9.84304373
386	9.825452634
387	9.806128723
388	9.794830331
389	9.782611407
390	9.761961694
391	9.739077339
392	9.728606358
393	9.712141677
394	9.707467698
395	9.687535101
396	9.671352263
397	9.665128826
398	9.655586553
399	9.635081393
400	9.60381171
401	9.594026284
402	9.591307329
403	9.581498698
404	9.57037539
405	9.534795628
406	9.530791065
407	9.517314662
408	9.483900844
409	9.479667379
410	9.465633396
411	9.453279728
412	9.420487337
413	9.415398154
414	9.406033648
415	9.401240076
416	9.385797242
417	9.379628109
418	9.361356516
419	9.358965035
420	9.356125963
421	9.349203494
422	9.333383836
423	9.328769136
424	9.315807541
425	9.280607514
426	9.270677981
427	9.264548391
428	9.240710159
429	9.233858243
430	9.227555411
431	9.211315174
432	9.197508929
433	9.175896947
434	9.170731495
435	9.153767564
436	9.130728805
437	9.121359787
438	9.102634396
439	9.09180645
440	9.083657924
441	9.078405535
442	9.065736002
443	9.05537876
444	9.031471833
445	9.021000381
446	9.012972378
447	9.004070653
448	8.999008168
449	8.988166861
450	8.984198316
451	8.965882444
452	8.936643001
453	8.92171031
454	8.912958425
455	8.905567701
456	8.884197023
457	8.879362747
458	8.856537097
459	8.839523833
460	8.834945921
461	8.829407238
462	8.824744951
463	8.824210821
464	8.819525766
465	8.808911475
466	8.796759868
467	8.790817298
468	8.78664256
469	8.779756321
470	8.775102979
471	8.764597715
472	8.751240032
473	8.742614737
474	8.724056854
475	8.711543653
476	8.698183312
477	8.680723267
478	8.663436489
479	8.658688423
480	8.650239402
481	8.640264705
482	8.625947621
483	8.613426816
484	8.596844903
485	8.584668824
486	8.580561985
487	8.57061524
488	8.554525479
489	8.542014653
490	8.539473369
491	8.530155576
492	8.516779844
493	8.489115376
494	8.483297983
495	8.478009542
496	8.469550173
497	8.460264496
498	8.449527851
499	8.442237733
500	8.430901437
501	8.424980278
502	8.404666729
503	8.394614283
504	8.37746761
505	8.353779879
506	8.345945197
507	8.343507858
508	8.33169809
509	8.326896649
510	8.307509404
511	8.299530994
512	8.290300396
513	8.279834326
514	8.277101353
515	8.267791148
516	8.256465567
517	8.246331811
518	8.23484302
519	8.224100151
520	8.206859987
521	8.201836629
522	8.187029962
523	8.171128823
524	8.158636896
525	8.154824239
526	8.143307238
527	8.130599954
528	8.116230874
529	8.105881683
530	8.09768954
531	8.088537
532	8.07254174
533	8.061504558
534	8.055155176
535	8.039494097
536	8.036459028
537	8.033212802
538	8.022467398
539	8.004542606
540	7.995070648
541	7.986131739
542	7.982418289
543	7.966930998
544	7.961009725
545	7.956454598
546	7.947919792
547	7.938252258
548	7.934199612
549	7.930333996
550	7.92800299
551	7.922188408
552	7.91533877
553	7.910036121
554	7.898574886
555	7.879011668
556	7.874018874
557	7.867209756
558	7.864189878
559	7.849221767
560	7.842446783
561	7.839235813
562	7.829684746
563	7.821892994
564	7.81224358
565	7.796472836
566	7.781887493
567	7.773778828
568	7.753266668
569	7.74948122
570	7.746354055
571	7.729091313
572	7.721446245
573	7.713981942
574	7.706814959
575	7.702019127
576	7.698800959
577	7.691721236
578	7.675394874
579	7.671527711
580	7.662403164
581	7.649450324
582	7.634919021
583	7.623903446
584	7.623368097
585	7.618207461
586	7.609243117
587	7.599883856
588	7.593220118
589	7.590318019
590	7.579941051
591	7.569750166
592	7.56540334
593	7.564058338
594	7.55977081
595	7.551338449
596	7.546324095
597	7.541381687
598	7.527425473
599	7.514524762
600	7.511494218
601	7.505322218
602	7.497762456
603	7.492610415
604	7.489054942
605	7.476505441
606	7.463804038
607	7.458417403
608	7.457972528
609	7.453349273
610	7.443657302
611	7.433713794
612	7.419610445
613	7.416293594
614	7.402507599
615	7.39743745
616	7.388270251
617	7.38726473
618	7.380887677
619	7.366867879
620	7.357460329
621	7.343269472
622	7.340327011
623	7.335852559
624	7.324792563
625	7.310771939
626	7.291678017
627	7.284554468
628	7.279169592
629	7.265822692
630	7.261376596
631	7.257443312
632	7.254615929
633	7.248301492
634	7.247088694
635	7.24386355
636	7.233798431
637	7.232683641
638	7.219634626
639	7.216046262
640	7.209271483
641	7.207076384
642	7.193283531
643	7.1929176
644	7.186640519
645	7.177808803
646	7.171365899
647	7.157818126
648	7.148113753
649	7.141744745
650	7.136518569
651	7.125750515
652	7.117071185
653	7.110595397
654	7.102341709
655	7.09646266
656	7.091262236
657	7.080354693
658	7.075914872
659	7.06380906
660	7.053706565
661	7.044279148
662	7.034329532
663	7.030631172
664	7.024074822
665	7.02001618
666	7.011962113
667	7.008814535
668	7.002081933
669	6.996894551
670	6.976610456
671	6.970681264
672	6.963996435
673	6.960028163
674	6.957212571
675	6.951785773
676	6.944869678
677	6.941202755
678	6.933668479
679	6.926781158
680	6.921522819
681	6.912516725
682	6.909240474
683	6.894383356
684	6.892878374
685	6.882023543
686	6.879368845
687	6.876499861
688	6.87092693
689	6.869255686
690	6.854496281
691	6.848074852
692	6.838835947
693	6.833604858
694	6.828925109
695	6.824763291
696	6.820658586
697	6.814037925
698	6.801871078
699	6.799144391
700	6.788900514
701	6.784646084
702	6.781488523
703	6.772916403
704	6.764319273
705	6.761400618
706	6.753405486
707	6.744587729
708	6.739267036
709	6.736800888
710	6.734479643
711	6.729137907
712	6.727570832
713	6.720432152
714	6.715487442
715	6.699977812
716	6.698417853
717	6.696979036
718	6.694638721
719	6.687476228
720	6.679718688
721	6.668637595
722	6.662812813
723	6.658052596
724	6.654583705
725	6.650436749
726	6.643930585
727	6.640531064
728	6.636745632
729	6.628463801
730	6.624730608
731	6.623458631
732	6.611348088
733	6.604421536
734	6.600104463
735	6.593932561
736	6.587596586
737	6.583423874
738	6.58174252
739	6.573746804
740	6.567126021
741	6.56625139
742	6.561433602
743	6.550658902
744	6.541908055
745	6.534871894
746	6.531485624
747	6.524259446
748	6.520439467
749	6.509659443
750	6.508651343
751	6.499405001
752	6.492414113
753	6.480731184
754	6.47902792
755	6.470319657
756	6.464805944
757	6.452411767
758	6.446682661
759	6.437546305
760	6.42952109
761	6.426457823
762	6.424231718
763	6.422376228
764	6.416752245
765	6.412317282
766	6.407883415
767	6.40202154
768	6.391981148
769	6.384020977
770	6.379003155
771	6.370708146
772	6.365699182
773	6.359394702
774	6.354617844
775	6.346807321
776	6.343523768
777	6.338523212
778	6.330407608
779	6.321486901
780	6.319247905
781	6.314406871
782	6.309769113
783	6.3077312
784	6.299797178
785	6.297738403
786	6.289021488
787	6.286884338
788	6.283633072
789	6.278477206
790	6.278119616
791	6.274432617
792	6.269083434
793	6.267291531
794	6.260672514
795	6.255811423
796	6.246011579
797	6.239417783
798	6.232674653
799	6.225816237
800	6.219453779
801	6.215984752
802	6.214467098
803	6.208681457
804	6.207969272
805	6.203202426
806	6.194729205
807	6.185606562
808	6.182740687
809	6.178300297
810	6.17600428
811	6.173725533
812	6.169472508
813	6.163966572
814	6.15919377
815	6.155272194
816	6.151383135
817	6.147124264
818	6.140690439
819	6.132478239
820	6.129521137
821	6.127993299
822	6.120088781
823	6.117284376
824	6.114210465
825	6.10831116
826	6.104723592
827	6.103513993
828	6.102295507
829	6.099844786
830	6.096766655
831	6.090390735
832	6.088671253
833	6.082432614
834	6.079595718
835	6.077232587
836	6.068391309
837	6.064233815
838	6.054086006
839	6.048410358
840	6.04253294
841	6.036889689
842	6.032526592
843	6.030614454
844	6.018605799
845	6.015952403
846	6.013805314
847	6.009611482
848	6.004855581
849	6.00249743
850	5.996870899
851	5.992128549
852	5.984498084
853	5.979312637
854	5.97587197
855	5.97154796
856	5.967343582
857	5.962273369
858	5.960649344
859	5.956211799
860	5.952841325
861	5.942756532
862	5.93805859
863	5.929054977
864	5.925882577
865	5.925271807
866	5.92059206
867	5.915699168
868	5.910925856
869	5.908546731
870	5.904125566
871	5.902392378
872	5.891772803
873	5.888998562
874	5.88720794
875	5.882211369
876	5.876211331
877	5.873015598
878	5.865926946
879	5.857936201
880	5.852021692
881	5.846616782
882	5.843384094
883	5.836556728
884	5.833906575
885	5.830705706
886	5.828405977
887	5.826279603
888	5.821143754
889	5.819295922
890	5.816109699
891	5.80995506
892	5.806523697
893	5.805909558
894	5.80172179
895	5.798806253
896	5.79306813
897	5.787969828
898	5.781929332
899	5.77440451
900	5.767170945
901	5.760354184
902	5.757660534
903	5.750345852
904	5.747075603
905	5.744164613
906	5.740557186
907	5.736460184
908	5.729245393
909	5.719741522
910	5.716177527
911	5.715242382
912	5.713658323
913	5.711030527
914	5.708880357
915	5.706004002
916	5.702288782
917	5.701432006
918	5.69944832
919	5.696757941
920	5.690581144
921	5.682931841
922	5.681479176
923	5.677596244
924	5.669720075
925	5.667186669
926	5.662539488
927	5.659662563
928	5.656342259
929	5.654088218
930	5.649359766
931	5.643312258
932	5.637186262
933	5.634483277
934	5.630522184
935	5.624220644
936	5.619007015
937	5.617869181
938	5.615494558
939	5.607783875
940	5.60494082
941	5.599426982
942	5.595036772
943	5.589247348
944	5.584969529
945	5.580837475
946	5.579271884
947	5.571947517
948	5.569279597
949	5.56484636
950	5.562649459
951	5.558088833
952	5.556006317
953	5.5529081
954	5.547941322
955	5.543357432
956	5.538539247
957	5.531751347
958	5.528015457
959	5.524780112
960	5.515775876
961	5.510887249
962	5.503029134
963	5.495805781
964	5.491304494
965	5.487517465
966	5.486169756
967	5.484729791
968	5.480707249
969	5.476615521
970	5.472091863
971	5.462340085
972	5.459249539
973	5.454192854
974	5.44931606
975	5.447595454
976	5.44382078
977	5.440113805
978	5.439545201
979	5.434371335
980	5.43269131
981	5.431540617
982	5.430257386
983	5.426477247
984	5.422309282
985	5.416917935
986	5.412188647
987	5.409476095
988	5.405929445
989	5.402098117
990	5.39970949
991	5.396888958
992	5.393284857
993	5.390058261
994	5.3874765
995	5.384667389
996	5.381921656
997	5.379825149
998	5.375236307
999	5.372300057
