nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;zika-1;chikungunya-1;sum_vizinhos_t-1;cod_distrito;qtd_cnes;liraa
NOROESTE;77;2022;3;1432733820223;184.8;22.67;76.84;6310.17;2;0;1;29.0;25.2;71.01;2;2;27;14327338;0;0
NOROESTE;201;2022;4;1432733820224;116.2;19.8;79.07;6310.17;77;2;0;184.8;22.67;76.84;77;77;924;14327338;0;0
NOROESTE;75;2022;5;1432733820225;153.8;15.64;84.43;6310.17;201;77;2;116.2;19.8;79.07;201;201;1883;14327338;0;0
NOROESTE;22;2022;6;1432733820226;99.0;13.1;83.77;6310.17;75;201;77;153.8;15.64;84.43;75;75;701;14327338;0;0
NOROESTE;11;2022;7;1432733820227;150.2;16.35;83.82;6310.17;22;75;201;99.0;13.1;83.77;22;22;116;14327338;0;0
NOROESTE;4;2022;8;1432733820228;103.6;15.15;78.73;6310.17;11;22;75;150.2;16.35;83.82;11;11;81;14327338;0;0
NOROESTE;1;2022;9;1432733820229;73.2;16.52;75.62;6310.17;4;11;22;103.6;15.15;78.73;4;4;20;14327338;0;0
NOROESTE;3;2022;10;14327338202210;96.2;19.02;75.58;6310.17;1;4;11;73.2;16.52;75.62;1;1;14;14327338;0;0
NOROESTE;3;2022;11;14327338202211;52.2;20.99;70.63;6310.17;3;1;4;96.2;19.02;75.58;3;3;11;14327338;0;0
NOROESTE;1;2022;12;14327338202212;63.6;23.97;70.19;6310.17;3;3;1;52.2;20.99;70.63;3;3;17;14327338;0;0
NORTE;10;2017;1;2398926820171;194.8;25.37;77.69;3176.84;10;4;1;194.8;25.37;77.69;10;10;21;23989268;0;0
NORTE;3;2017;2;2398926820172;43.0;26.21;77.29;3176.84;10;10;4;194.8;25.37;77.69;10;10;21;23989268;0;0
NORTE;1;2017;3;2398926820173;162.2;23.32;78.28;3176.84;3;10;10;43.0;26.21;77.29;3;3;8;23989268;0;0
NORTE;2;2017;4;2398926820174;113.0;20.35;78.93;3176.84;1;3;10;162.2;23.32;78.28;1;1;7;23989268;0;0
NORTE;2;2017;5;2398926820175;179.8;18.44;86.78;3176.84;2;1;3;113.0;20.35;78.93;2;2;7;23989268;0;0
NORTE;0;2017;6;2398926820176;197.0;16.14;84.48;3176.84;2;2;1;179.8;18.44;86.78;2;2;3;23989268;0;0
NORTE;0;2017;7;2398926820177;17.0;16.8;75.65;3176.84;0;2;2;197.0;16.14;84.48;0;0;1;23989268;0;0
NORTE;0;2017;8;2398926820178;104.4;17.48;80.06;3176.84;0;0;2;17.0;16.8;75.65;0;0;1;23989268;0;0
NORTE;6;2017;9;2398926820179;166.4;20.31;81.49;3176.84;0;0;0;104.4;17.48;80.06;0;0;1;23989268;0;0
NORTE;2;2017;10;23989268201710;289.8;20.0;78.24;3176.84;6;0;0;166.4;20.31;81.49;6;6;5;23989268;0;0
NORTE;1;2017;11;23989268201711;136.0;20.72;73.89;3176.84;2;6;0;289.8;20.0;78.24;2;2;6;23989268;0;0
NORTE;2;2017;12;23989268201712;153.2;23.86;76.55;3176.84;1;2;6;136.0;20.72;73.89;1;1;8;23989268;0;0
NORTE;5;2018;1;2398926820181;149.8;24.55;77.28;3176.84;2;1;2;153.2;23.86;76.55;2;2;6;23989268;0;0
NORTE;3;2018;2;2398926820182;110.4;23.78;77.16;3176.84;5;2;1;149.8;24.55;77.28;5;5;7;23989268;0;0
NORTE;4;2018;3;2398926820183;116.6;22.99;79.94;3176.84;3;5;2;110.4;23.78;77.16;3;3;4;23989268;0;0
NORTE;1;2018;4;2398926820184;88.8;23.14;81.22;3176.84;4;3;5;116.6;22.99;79.94;4;4;3;23989268;0;0
NORTE;0;2018;5;2398926820185;91.8;18.05;82.33;3176.84;1;4;3;88.8;23.14;81.22;1;1;0;23989268;0;0
NORTE;1;2018;6;2398926820186;145.2;13.28;86.15;3176.84;0;1;4;91.8;18.05;82.33;0;0;1;23989268;0;0
NORTE;2;2018;7;2398926820187;167.6;14.52;87.67;3176.84;1;0;1;145.2;13.28;86.15;1;1;0;23989268;0;0
NORTE;0;2018;8;2398926820188;147.2;14.08;82.36;3176.84;2;1;0;167.6;14.52;87.67;2;2;2;23989268;0;0
NORTE;0;2018;9;2398926820189;147.0;19.11;83.8;3176.84;0;2;1;147.2;14.08;82.36;0;0;4;23989268;0;0
NORTE;2;2018;10;23989268201810;91.6;20.03;77.69;3176.84;0;0;2;147.0;19.11;83.8;0;0;0;23989268;0;0
NORTE;2;2018;11;23989268201811;129.2;22.58;74.61;3176.84;2;0;0;91.6;20.03;77.69;2;2;1;23989268;0;0
NORTE;0;2018;12;23989268201812;61.4;23.98;73.18;3176.84;2;2;0;129.2;22.58;74.61;2;2;2;23989268;0;0
NORTE;1;2019;1;2398926820191;117.6;26.66;77.85;3176.84;0;2;2;61.4;23.98;73.18;0;0;0;23989268;0;0
NORTE;3;2019;2;2398926820192;95.8;24.58;76.44;3176.84;1;0;2;117.6;26.66;77.85;1;1;6;23989268;0;0
NORTE;57;2019;3;2398926820193;80.2;22.99;78.65;3176.84;3;1;0;95.8;24.58;76.44;3;3;3;23989268;0;0
NORTE;186;2019;4;2398926820194;238.0;21.8;85.52;3176.84;57;3;1;80.2;22.99;78.65;57;57;5;23989268;0;0
NORTE;269;2019;5;2398926820195;250.6;19.06;90.15;3176.84;186;57;3;238.0;21.8;85.52;186;186;51;23989268;0;0
NORTE;82;2019;6;2398926820196;67.8;18.47;79.23;3176.84;269;186;57;250.6;19.06;90.15;269;269;66;23989268;0;0
NORTE;19;2019;7;2398926820197;134.2;13.65;80.61;3176.84;82;269;186;67.8;18.47;79.23;82;82;34;23989268;0;0
NORTE;6;2019;8;2398926820198;79.4;15.57;74.54;3176.84;19;82;269;134.2;13.65;80.61;19;19;8;23989268;0;0
NORTE;2;2019;9;2398926820199;90.8;16.91;76.06;3176.84;6;19;82;79.4;15.57;74.54;6;6;5;23989268;0;0
NORTE;4;2019;10;23989268201910;277.0;20.59;78.76;3176.84;2;6;19;90.8;16.91;76.06;2;2;3;23989268;0;0
NORTE;7;2019;11;23989268201911;91.2;22.24;73.57;3176.84;4;2;6;277.0;20.59;78.76;4;4;3;23989268;0;0
NORTE;3;2019;12;23989268201912;19.2;24.81;61.11;3176.84;7;4;2;91.2;22.24;73.57;7;7;3;23989268;0;0
NORTE;7;2020;1;2398926820201;81.6;25.32;70.41;3176.84;3;7;4;19.2;24.81;61.11;3;3;3;23989268;0;0
NORTE;5;2020;2;2398926820202;83.0;24.81;68.1;3176.84;7;3;7;81.6;25.32;70.41;7;7;5;23989268;0;0
NORTE;1;2020;3;2398926820203;23.4;24.48;71.13;3176.84;5;7;3;83.0;24.81;68.1;5;5;12;23989268;0;0
NORTE;0;2020;4;2398926820204;30.8;20.44;70.94;3176.84;1;5;7;23.4;24.48;71.13;1;1;4;23989268;0;0
NORTE;1;2020;5;2398926820205;132.2;16.83;74.98;3176.84;0;1;5;30.8;20.44;70.94;0;0;3;23989268;0;0
NORTE;0;2020;6;2398926820206;235.2;16.45;79.76;3176.84;1;0;1;132.2;16.83;74.98;1;1;2;23989268;0;0
NORTE;0;2020;7;2398926820207;262.0;13.73;78.43;3176.84;0;1;0;235.2;16.45;79.76;0;0;2;23989268;0;0
NORTE;0;2020;8;2398926820208;78.4;16.1;75.38;3176.84;0;0;1;262.0;13.73;78.43;0;0;1;23989268;0;0
NORTE;0;2020;9;2398926820209;230.2;16.87;81.81;3176.84;0;0;0;78.4;16.1;75.38;0;0;0;23989268;0;0
NORTE;1;2020;10;23989268202010;97.0;19.36;76.87;3176.84;0;0;0;230.2;16.87;81.81;0;0;1;23989268;0;0
NORTE;2;2020;11;23989268202011;52.4;21.7;72.57;3176.84;1;0;0;97.0;19.36;76.87;1;1;0;23989268;0;0
NORTE;0;2020;12;23989268202012;104.4;23.86;71.45;3176.84;2;1;0;52.4;21.7;72.57;2;2;1;23989268;0;0
NORTE;0;2021;1;2398926820211;129.0;24.93;70.98;3176.84;0;2;1;104.4;23.86;71.45;0;0;0;23989268;0;0
NORTE;0;2021;2;2398926820212;30.2;24.56;72.08;3176.84;0;0;2;129.0;24.93;70.98;0;0;2;23989268;0;0
NORTE;1;2021;3;2398926820213;79.2;23.69;77.53;3176.84;0;0;0;30.2;24.56;72.08;0;0;1;23989268;0;0
NORTE;1;2021;4;2398926820214;27.0;21.77;71.68;3176.84;1;0;0;79.2;23.69;77.53;1;1;2;23989268;0;0
NORTE;5;2021;5;2398926820215;164.8;15.51;76.38;3176.84;1;1;0;27.0;21.77;71.68;1;1;2;23989268;0;0
NORTE;0;2021;6;2398926820216;173.2;14.38;81.87;3176.84;5;1;1;164.8;15.51;76.38;5;5;5;23989268;0;0
NORTE;1;2021;7;2398926820217;46.6;13.59;77.22;3176.84;0;5;1;173.2;14.38;81.87;0;0;1;23989268;0;0
NORTE;0;2021;8;2398926820218;135.0;16.54;80.21;3176.84;1;0;5;46.6;13.59;77.22;1;1;0;23989268;0;0
NORTE;0;2021;9;2398926820219;202.2;18.21;79.4;3176.84;0;1;0;135.0;16.54;80.21;0;0;1;23989268;0;0
NORTE;0;2021;10;23989268202110;60.4;19.68;71.96;3176.84;0;0;1;202.2;18.21;79.4;0;0;1;23989268;0;0
NORTE;0;2021;11;23989268202111;85.0;21.9;69.75;3176.84;0;0;0;60.4;19.68;71.96;0;0;1;23989268;0;0
NORTE;1;2021;12;23989268202112;88.4;23.12;72.17;3176.84;0;0;0;85.0;21.9;69.75;0;0;1;23989268;0;0
NORTE;1;2022;1;2398926820221;195.2;26.21;71.14;3176.84;1;0;0;88.4;23.12;72.17;1;1;3;23989268;0;0
NORTE;3;2022;2;2398926820222;29.0;25.2;71.01;3176.84;1;1;0;195.2;26.21;71.14;1;1;2;23989268;0;0
NORTE;28;2022;3;2398926820223;184.8;22.67;76.84;3176.84;3;1;1;29.0;25.2;71.01;3;3;4;23989268;0;0
NORTE;130;2022;4;2398926820224;116.2;19.8;79.07;3176.84;28;3;1;184.8;22.67;76.84;28;28;111;23989268;0;0
NORTE;82;2022;5;2398926820225;153.8;15.64;84.43;3176.84;130;28;3;116.2;19.8;79.07;130;130;346;23989268;0;0
NORTE;17;2022;6;2398926820226;99.0;13.1;83.77;3176.84;82;130;28;153.8;15.64;84.43;82;82;169;23989268;0;0
NORTE;16;2022;7;2398926820227;150.2;16.35;83.82;3176.84;17;82;130;99.0;13.1;83.77;17;17;34;23989268;0;0
NORTE;2;2022;8;2398926820228;103.6;15.15;78.73;3176.84;16;17;82;150.2;16.35;83.82;16;16;21;23989268;0;0
NORTE;3;2022;9;2398926820229;73.2;16.52;75.62;3176.84;2;16;17;103.6;15.15;78.73;2;2;4;23989268;0;0
NORTE;1;2022;10;23989268202210;96.2;19.02;75.58;3176.84;3;2;16;73.2;16.52;75.62;3;3;1;23989268;0;0
NORTE;4;2022;11;23989268202211;52.2;20.99;70.63;3176.84;1;3;2;96.2;19.02;75.58;1;1;5;23989268;0;0
NORTE;5;2022;12;23989268202212;63.6;23.97;70.19;3176.84;4;1;3;52.2;20.99;70.63;4;4;5;23989268;0;0
PARTENON;10;2017;1;664976720171;194.8;25.37;77.69;8162.18;10;8;3;194.8;25.37;77.69;10;10;44;6649767;0;0
PARTENON;6;2017;2;664976720172;43.0;26.21;77.29;8162.18;10;10;8;194.8;25.37;77.69;10;10;44;6649767;0;0
PARTENON;6;2017;3;664976720173;162.2;23.32;78.28;8162.18;6;10;10;43.0;26.21;77.29;6;6;23;6649767;0;0
PARTENON;0;2017;4;664976720174;113.0;20.35;78.93;8162.18;6;6;10;162.2;23.32;78.28;6;6;21;6649767;0;0
PARTENON;2;2017;5;664976720175;179.8;18.44;86.78;8162.18;0;6;6;113.0;20.35;78.93;0;0;13;6649767;0;0
PARTENON;0;2017;6;664976720176;197.0;16.14;84.48;8162.18;2;0;6;179.8;18.44;86.78;2;2;11;6649767;0;0
PARTENON;0;2017;7;664976720177;17.0;16.8;75.65;8162.18;0;2;0;197.0;16.14;84.48;0;0;5;6649767;0;0
PARTENON;1;2017;8;664976720178;104.4;17.48;80.06;8162.18;0;0;2;17.0;16.8;75.65;0;0;1;6649767;0;0
PARTENON;1;2017;9;664976720179;166.4;20.31;81.49;8162.18;1;0;0;104.4;17.48;80.06;1;1;4;6649767;0;0
PARTENON;0;2017;10;6649767201710;289.8;20.0;78.24;8162.18;1;1;0;166.4;20.31;81.49;1;1;4;6649767;0;0
PARTENON;2;2017;11;6649767201711;136.0;20.72;73.89;8162.18;0;1;1;289.8;20.0;78.24;0;0;8;6649767;0;0
PARTENON;2;2017;12;6649767201712;153.2;23.86;76.55;8162.18;2;0;1;136.0;20.72;73.89;2;2;14;6649767;0;0
PARTENON;4;2018;1;664976720181;149.8;24.55;77.28;8162.18;2;2;0;153.2;23.86;76.55;2;2;15;6649767;0;0
PARTENON;1;2018;2;664976720182;110.4;23.78;77.16;8162.18;4;2;2;149.8;24.55;77.28;4;4;16;6649767;0;0
PARTENON;5;2018;3;664976720183;116.6;22.99;79.94;8162.18;1;4;2;110.4;23.78;77.16;1;1;13;6649767;0;0
PARTENON;0;2018;4;664976720184;88.8;23.14;81.22;8162.18;5;1;4;116.6;22.99;79.94;5;5;3;6649767;0;0
PARTENON;1;2018;5;664976720185;91.8;18.05;82.33;8162.18;0;5;1;88.8;23.14;81.22;0;0;3;6649767;0;0
PARTENON;2;2018;6;664976720186;145.2;13.28;86.15;8162.18;1;0;5;91.8;18.05;82.33;1;1;9;6649767;0;0
PARTENON;0;2018;7;664976720187;167.6;14.52;87.67;8162.18;2;1;0;145.2;13.28;86.15;2;2;5;6649767;0;0
PARTENON;0;2018;8;664976720188;147.2;14.08;82.36;8162.18;0;2;1;167.6;14.52;87.67;0;0;3;6649767;0;0
PARTENON;0;2018;9;664976720189;147.0;19.11;83.8;8162.18;0;0;2;147.2;14.08;82.36;0;0;3;6649767;0;0
PARTENON;1;2018;10;6649767201810;91.6;20.03;77.69;8162.18;0;0;0;147.0;19.11;83.8;0;0;1;6649767;0;0
PARTENON;1;2018;11;6649767201811;129.2;22.58;74.61;8162.18;1;0;0;91.6;20.03;77.69;1;1;5;6649767;0;0
PARTENON;0;2018;12;6649767201812;61.4;23.98;73.18;8162.18;1;1;0;129.2;22.58;74.61;1;1;7;6649767;0;0
PARTENON;2;2019;1;664976720191;117.6;26.66;77.85;8162.18;0;1;1;61.4;23.98;73.18;0;0;2;6649767;0;0
PARTENON;2;2019;2;664976720192;95.8;24.58;76.44;8162.18;2;0;1;117.6;26.66;77.85;2;2;2;6649767;0;0
PARTENON;9;2019;3;664976720193;80.2;22.99;78.65;8162.18;2;2;0;95.8;24.58;76.44;2;2;7;6649767;0;0
PARTENON;5;2019;4;664976720194;238.0;21.8;85.52;8162.18;9;2;2;80.2;22.99;78.65;9;9;10;6649767;0;0
PARTENON;15;2019;5;664976720195;250.6;19.06;90.15;8162.18;5;9;2;238.0;21.8;85.52;5;5;37;6649767;0;0
PARTENON;9;2019;6;664976720196;67.8;18.47;79.23;8162.18;15;5;9;250.6;19.06;90.15;15;15;53;6649767;0;0
PARTENON;4;2019;7;664976720197;134.2;13.65;80.61;8162.18;9;15;5;67.8;18.47;79.23;9;9;57;6649767;0;0
PARTENON;4;2019;8;664976720198;79.4;15.57;74.54;8162.18;4;9;15;134.2;13.65;80.61;4;4;21;6649767;0;0
PARTENON;1;2019;9;664976720199;90.8;16.91;76.06;8162.18;4;4;9;79.4;15.57;74.54;4;4;8;6649767;0;0
PARTENON;0;2019;10;6649767201910;277.0;20.59;78.76;8162.18;1;4;4;90.8;16.91;76.06;1;1;8;6649767;0;0
PARTENON;0;2019;11;6649767201911;91.2;22.24;73.57;8162.18;0;1;4;277.0;20.59;78.76;0;0;5;6649767;0;0
PARTENON;3;2019;12;6649767201912;19.2;24.81;61.11;8162.18;0;0;1;91.2;22.24;73.57;0;0;7;6649767;0;0
PARTENON;6;2020;1;664976720201;81.6;25.32;70.41;8162.18;3;0;0;19.2;24.81;61.11;3;3;15;6649767;0;0
PARTENON;3;2020;2;664976720202;83.0;24.81;68.1;8162.18;6;3;0;81.6;25.32;70.41;6;6;21;6649767;0;0
PARTENON;1;2020;3;664976720203;23.4;24.48;71.13;8162.18;3;6;3;83.0;24.81;68.1;3;3;13;6649767;0;0
PARTENON;3;2020;4;664976720204;30.8;20.44;70.94;8162.18;1;3;6;23.4;24.48;71.13;1;1;9;6649767;0;0
PARTENON;0;2020;5;664976720205;132.2;16.83;74.98;8162.18;3;1;3;30.8;20.44;70.94;3;3;7;6649767;0;0
PARTENON;1;2020;6;664976720206;235.2;16.45;79.76;8162.18;0;3;1;132.2;16.83;74.98;0;0;3;6649767;0;0
PARTENON;1;2020;7;664976720207;262.0;13.73;78.43;8162.18;1;0;3;235.2;16.45;79.76;1;1;5;6649767;0;0
PARTENON;0;2020;8;664976720208;78.4;16.1;75.38;8162.18;1;1;0;262.0;13.73;78.43;1;1;1;6649767;0;0
PARTENON;0;2020;9;664976720209;230.2;16.87;81.81;8162.18;0;1;1;78.4;16.1;75.38;0;0;1;6649767;0;0
PARTENON;0;2020;10;6649767202010;97.0;19.36;76.87;8162.18;0;0;1;230.2;16.87;81.81;0;0;0;6649767;0;0
PARTENON;0;2020;11;6649767202011;52.4;21.7;72.57;8162.18;0;0;0;97.0;19.36;76.87;0;0;2;6649767;0;0
PARTENON;1;2020;12;6649767202012;104.4;23.86;71.45;8162.18;0;0;0;52.4;21.7;72.57;0;0;2;6649767;0;0
PARTENON;2;2021;1;664976720211;129.0;24.93;70.98;8162.18;1;0;0;104.4;23.86;71.45;1;1;2;6649767;0;0
PARTENON;3;2021;2;664976720212;30.2;24.56;72.08;8162.18;2;1;0;129.0;24.93;70.98;2;2;2;6649767;0;0
PARTENON;0;2021;3;664976720213;79.2;23.69;77.53;8162.18;3;2;1;30.2;24.56;72.08;3;3;1;6649767;0;0
PARTENON;26;2021;4;664976720214;27.0;21.77;71.68;8162.18;0;3;2;79.2;23.69;77.53;0;0;6;6649767;0;0
PARTENON;9;2021;5;664976720215;164.8;15.51;76.38;8162.18;26;0;3;27.0;21.77;71.68;26;26;7;6649767;0;0
PARTENON;0;2021;6;664976720216;173.2;14.38;81.87;8162.18;9;26;0;164.8;15.51;76.38;9;9;13;6649767;0;0
PARTENON;0;2021;7;664976720217;46.6;13.59;77.22;8162.18;0;9;26;173.2;14.38;81.87;0;0;1;6649767;0;0
PARTENON;0;2021;8;664976720218;135.0;16.54;80.21;8162.18;0;0;9;46.6;13.59;77.22;0;0;3;6649767;0;0
PARTENON;0;2021;9;664976720219;202.2;18.21;79.4;8162.18;0;0;0;135.0;16.54;80.21;0;0;0;6649767;0;0
PARTENON;1;2021;10;6649767202110;60.4;19.68;71.96;8162.18;0;0;0;202.2;18.21;79.4;0;0;1;6649767;0;0
PARTENON;1;2021;11;6649767202111;85.0;21.9;69.75;8162.18;1;0;0;60.4;19.68;71.96;1;1;2;6649767;0;0
PARTENON;0;2021;12;6649767202112;88.4;23.12;72.17;8162.18;1;1;0;85.0;21.9;69.75;1;1;6;6649767;0;0
PARTENON;0;2022;1;664976720221;195.2;26.21;71.14;8162.18;0;1;1;88.4;23.12;72.17;0;0;4;6649767;0;0
PARTENON;8;2022;2;664976720222;29.0;25.2;71.01;8162.18;0;0;1;195.2;26.21;71.14;0;0;7;6649767;0;0
PARTENON;145;2022;3;664976720223;184.8;22.67;76.84;8162.18;8;0;0;29.0;25.2;71.01;8;8;26;6649767;0;0
PARTENON;386;2022;4;664976720224;116.2;19.8;79.07;8162.18;145;8;0;184.8;22.67;76.84;145;145;955;6649767;0;0
PARTENON;125;2022;5;664976720225;153.8;15.64;84.43;8162.18;386;145;8;116.2;19.8;79.07;386;386;1814;6649767;0;0
PARTENON;27;2022;6;664976720226;99.0;13.1;83.77;8162.18;125;386;145;153.8;15.64;84.43;125;125;600;6649767;0;0
PARTENON;44;2022;7;664976720227;150.2;16.35;83.82;8162.18;27;125;386;99.0;13.1;83.77;27;27;106;6649767;0;0
PARTENON;7;2022;8;664976720228;103.6;15.15;78.73;8162.18;44;27;125;150.2;16.35;83.82;44;44;75;6649767;0;0
PARTENON;1;2022;9;664976720229;73.2;16.52;75.62;8162.18;7;44;27;103.6;15.15;78.73;7;7;27;6649767;0;0
PARTENON;3;2022;10;6649767202210;96.2;19.02;75.58;8162.18;1;7;44;73.2;16.52;75.62;1;1;17;6649767;0;0
PARTENON;8;2022;11;6649767202211;52.2;20.99;70.63;8162.18;3;1;7;96.2;19.02;75.58;3;3;11;6649767;0;0
PARTENON;3;2022;12;6649767202212;63.6;23.97;70.19;8162.18;8;3;1;52.2;20.99;70.63;8;8;18;6649767;0;0
RESTINGA;2;2017;1;1291393720171;194.8;25.37;77.69;1574.92;2;0;2;194.8;25.37;77.69;2;2;26;12913937;0;0
RESTINGA;0;2017;2;1291393720172;43.0;26.21;77.29;1574.92;2;2;0;194.8;25.37;77.69;2;2;26;12913937;0;0
RESTINGA;4;2017;3;1291393720173;162.2;23.32;78.28;1574.92;0;2;2;43.0;26.21;77.29;0;0;8;12913937;0;0
RESTINGA;2;2017;4;1291393720174;113.0;20.35;78.93;1574.92;4;0;2;162.2;23.32;78.28;4;4;16;12913937;0;0
RESTINGA;3;2017;5;1291393720175;179.8;18.44;86.78;1574.92;2;4;0;113.0;20.35;78.93;2;2;5;12913937;0;0
RESTINGA;0;2017;6;1291393720176;197.0;16.14;84.48;1574.92;3;2;4;179.8;18.44;86.78;3;3;9;12913937;0;0
RESTINGA;0;2017;7;1291393720177;17.0;16.8;75.65;1574.92;0;3;2;197.0;16.14;84.48;0;0;2;12913937;0;0
RESTINGA;1;2017;8;1291393720178;104.4;17.48;80.06;1574.92;0;0;3;17.0;16.8;75.65;0;0;2;12913937;0;0
RESTINGA;0;2017;9;1291393720179;166.4;20.31;81.49;1574.92;1;0;0;104.4;17.48;80.06;1;1;1;12913937;0;0
RESTINGA;1;2017;10;12913937201710;289.8;20.0;78.24;1574.92;0;1;0;166.4;20.31;81.49;0;0;0;12913937;0;0
RESTINGA;0;2017;11;12913937201711;136.0;20.72;73.89;1574.92;1;0;1;289.8;20.0;78.24;1;1;3;12913937;0;0
RESTINGA;1;2017;12;12913937201712;153.2;23.86;76.55;1574.92;0;1;0;136.0;20.72;73.89;0;0;4;12913937;0;0
RESTINGA;2;2018;1;1291393720181;149.8;24.55;77.28;1574.92;1;0;1;153.2;23.86;76.55;1;1;5;12913937;0;0
RESTINGA;1;2018;2;1291393720182;110.4;23.78;77.16;1574.92;2;1;0;149.8;24.55;77.28;2;2;7;12913937;0;0
RESTINGA;1;2018;3;1291393720183;116.6;22.99;79.94;1574.92;1;2;1;110.4;23.78;77.16;1;1;4;12913937;0;0
RESTINGA;2;2018;4;1291393720184;88.8;23.14;81.22;1574.92;1;1;2;116.6;22.99;79.94;1;1;3;12913937;0;0
RESTINGA;0;2018;5;1291393720185;91.8;18.05;82.33;1574.92;2;1;1;88.8;23.14;81.22;2;2;4;12913937;0;0
RESTINGA;0;2018;6;1291393720186;145.2;13.28;86.15;1574.92;0;2;1;91.8;18.05;82.33;0;0;2;12913937;0;0
RESTINGA;0;2018;7;1291393720187;167.6;14.52;87.67;1574.92;0;0;2;145.2;13.28;86.15;0;0;0;12913937;0;0
RESTINGA;0;2018;8;1291393720188;147.2;14.08;82.36;1574.92;0;0;0;167.6;14.52;87.67;0;0;2;12913937;0;0
RESTINGA;0;2018;9;1291393720189;147.0;19.11;83.8;1574.92;0;0;0;147.2;14.08;82.36;0;0;0;12913937;0;0
RESTINGA;0;2018;10;12913937201810;91.6;20.03;77.69;1574.92;0;0;0;147.0;19.11;83.8;0;0;2;12913937;0;0
RESTINGA;0;2018;11;12913937201811;129.2;22.58;74.61;1574.92;0;0;0;91.6;20.03;77.69;0;0;4;12913937;0;0
RESTINGA;0;2018;12;12913937201812;61.4;23.98;73.18;1574.92;0;0;0;129.2;22.58;74.61;0;0;3;12913937;0;0
RESTINGA;1;2019;1;1291393720191;117.6;26.66;77.85;1574.92;0;0;0;61.4;23.98;73.18;0;0;2;12913937;0;0
RESTINGA;1;2019;2;1291393720192;95.8;24.58;76.44;1574.92;1;0;0;117.6;26.66;77.85;1;1;0;12913937;0;0
RESTINGA;0;2019;3;1291393720193;80.2;22.99;78.65;1574.92;1;1;0;95.8;24.58;76.44;1;1;2;12913937;0;0
RESTINGA;2;2019;4;1291393720194;238.0;21.8;85.52;1574.92;0;1;1;80.2;22.99;78.65;0;0;4;12913937;0;0
RESTINGA;0;2019;5;1291393720195;250.6;19.06;90.15;1574.92;2;0;1;238.0;21.8;85.52;2;2;18;12913937;0;0
RESTINGA;2;2019;6;1291393720196;67.8;18.47;79.23;1574.92;0;2;0;250.6;19.06;90.15;0;0;21;12913937;0;0
RESTINGA;0;2019;7;1291393720197;134.2;13.65;80.61;1574.92;2;0;2;67.8;18.47;79.23;2;2;9;12913937;0;0
RESTINGA;0;2019;8;1291393720198;79.4;15.57;74.54;1574.92;0;2;0;134.2;13.65;80.61;0;0;6;12913937;0;0
RESTINGA;0;2019;9;1291393720199;90.8;16.91;76.06;1574.92;0;0;2;79.4;15.57;74.54;0;0;0;12913937;0;0
RESTINGA;0;2019;10;12913937201910;277.0;20.59;78.76;1574.92;0;0;0;90.8;16.91;76.06;0;0;3;12913937;0;0
RESTINGA;0;2019;11;12913937201911;91.2;22.24;73.57;1574.92;0;0;0;277.0;20.59;78.76;0;0;2;12913937;0;0
RESTINGA;1;2019;12;12913937201912;19.2;24.81;61.11;1574.92;0;0;0;91.2;22.24;73.57;0;0;6;12913937;0;0
RESTINGA;0;2020;1;1291393720201;81.6;25.32;70.41;1574.92;1;0;0;19.2;24.81;61.11;1;1;2;12913937;0;0
RESTINGA;0;2020;2;1291393720202;83.0;24.81;68.1;1574.92;0;1;0;81.6;25.32;70.41;0;0;3;12913937;0;0
RESTINGA;0;2020;3;1291393720203;23.4;24.48;71.13;1574.92;0;0;1;83.0;24.81;68.1;0;0;6;12913937;0;0
RESTINGA;0;2020;4;1291393720204;30.8;20.44;70.94;1574.92;0;0;0;23.4;24.48;71.13;0;0;3;12913937;0;0
RESTINGA;0;2020;5;1291393720205;132.2;16.83;74.98;1574.92;0;0;0;30.8;20.44;70.94;0;0;1;12913937;0;0
RESTINGA;0;2020;6;1291393720206;235.2;16.45;79.76;1574.92;0;0;0;132.2;16.83;74.98;0;0;0;12913937;0;0
RESTINGA;0;2020;7;1291393720207;262.0;13.73;78.43;1574.92;0;0;0;235.2;16.45;79.76;0;0;1;12913937;0;0
RESTINGA;0;2020;8;1291393720208;78.4;16.1;75.38;1574.92;0;0;0;262.0;13.73;78.43;0;0;0;12913937;0;0
RESTINGA;0;2020;9;1291393720209;230.2;16.87;81.81;1574.92;0;0;0;78.4;16.1;75.38;0;0;1;12913937;0;0
RESTINGA;0;2020;10;12913937202010;97.0;19.36;76.87;1574.92;0;0;0;230.2;16.87;81.81;0;0;1;12913937;0;0
RESTINGA;0;2020;11;12913937202011;52.4;21.7;72.57;1574.92;0;0;0;97.0;19.36;76.87;0;0;2;12913937;0;0
RESTINGA;0;2020;12;12913937202012;104.4;23.86;71.45;1574.92;0;0;0;52.4;21.7;72.57;0;0;1;12913937;0;0
RESTINGA;1;2021;1;1291393720211;129.0;24.93;70.98;1574.92;0;0;0;104.4;23.86;71.45;0;0;0;12913937;0;0
RESTINGA;0;2021;2;1291393720212;30.2;24.56;72.08;1574.92;1;0;0;129.0;24.93;70.98;1;1;2;12913937;0;0
