nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;zika-1;chikungunya-1;sum_vizinhos_t-1;cod_distrito;qtd_cnes;liraa
RESTINGA;0;2021;3;1291393720213;79.2;23.69;77.53;1574.92;0;1;0;30.2;24.56;72.08;0;0;0;12913937;0;0
RESTINGA;0;2021;4;1291393720214;27.0;21.77;71.68;1574.92;0;0;1;79.2;23.69;77.53;0;0;1;12913937;0;0
RESTINGA;0;2021;5;1291393720215;164.8;15.51;76.38;1574.92;0;0;0;27.0;21.77;71.68;0;0;1;12913937;0;0
RESTINGA;0;2021;6;1291393720216;173.2;14.38;81.87;1574.92;0;0;0;164.8;15.51;76.38;0;0;7;12913937;0;0
RESTINGA;0;2021;7;1291393720217;46.6;13.59;77.22;1574.92;0;0;0;173.2;14.38;81.87;0;0;1;12913937;0;0
RESTINGA;0;2021;8;1291393720218;135.0;16.54;80.21;1574.92;0;0;0;46.6;13.59;77.22;0;0;3;12913937;0;0
RESTINGA;0;2021;9;1291393720219;202.2;18.21;79.4;1574.92;0;0;0;135.0;16.54;80.21;0;0;0;12913937;0;0
RESTINGA;0;2021;10;12913937202110;60.4;19.68;71.96;1574.92;0;0;0;202.2;18.21;79.4;0;0;2;12913937;0;0
RESTINGA;0;2021;11;12913937202111;85.0;21.9;69.75;1574.92;0;0;0;60.4;19.68;71.96;0;0;2;12913937;0;0
RESTINGA;1;2021;12;12913937202112;88.4;23.12;72.17;1574.92;0;0;0;85.0;21.9;69.75;0;0;1;12913937;0;0
RESTINGA;0;2022;1;1291393720221;195.2;26.21;71.14;1574.92;1;0;0;88.4;23.12;72.17;1;1;1;12913937;0;0
RESTINGA;0;2022;2;1291393720222;29.0;25.2;71.01;1574.92;0;1;0;195.2;26.21;71.14;0;0;5;12913937;0;0
RESTINGA;18;2022;3;1291393720223;184.8;22.67;76.84;1574.92;0;0;1;29.0;25.2;71.01;0;0;4;12913937;0;0
RESTINGA;56;2022;4;1291393720224;116.2;19.8;79.07;1574.92;18;0;0;184.8;22.67;76.84;18;18;172;12913937;0;0
RESTINGA;16;2022;5;1291393720225;153.8;15.64;84.43;1574.92;56;18;0;116.2;19.8;79.07;56;56;460;12913937;0;0
RESTINGA;8;2022;6;1291393720226;99.0;13.1;83.77;1574.92;16;56;18;153.8;15.64;84.43;16;16;159;12913937;0;0
RESTINGA;4;2022;7;1291393720227;150.2;16.35;83.82;1574.92;8;16;56;99.0;13.1;83.77;8;8;42;12913937;0;0
RESTINGA;1;2022;8;1291393720228;103.6;15.15;78.73;1574.92;4;8;16;150.2;16.35;83.82;4;4;31;12913937;0;0
RESTINGA;0;2022;9;1291393720229;73.2;16.52;75.62;1574.92;1;4;8;103.6;15.15;78.73;1;1;14;12913937;0;0
RESTINGA;2;2022;10;12913937202210;96.2;19.02;75.58;1574.92;0;1;4;73.2;16.52;75.62;0;0;9;12913937;0;0
RESTINGA;0;2022;11;12913937202211;52.2;20.99;70.63;1574.92;2;0;1;96.2;19.02;75.58;2;2;9;12913937;0;0
RESTINGA;1;2022;12;12913937202212;63.6;23.97;70.19;1574.92;0;2;0;52.2;20.99;70.63;0;0;19;12913937;0;0
SUL;12;2017;1;9053324420171;194.8;25.37;77.69;2802.29;12;4;5;194.8;25.37;77.69;12;12;24;90533244;0;0
SUL;6;2017;2;9053324420172;43.0;26.21;77.29;2802.29;12;12;4;194.8;25.37;77.69;12;12;24;90533244;0;0
SUL;4;2017;3;9053324420173;162.2;23.32;78.28;2802.29;6;12;12;43.0;26.21;77.29;6;6;7;90533244;0;0
SUL;5;2017;4;9053324420174;113.0;20.35;78.93;2802.29;4;6;12;162.2;23.32;78.28;4;4;20;90533244;0;0
SUL;3;2017;5;9053324420175;179.8;18.44;86.78;2802.29;5;4;6;113.0;20.35;78.93;5;5;4;90533244;0;0
SUL;1;2017;6;9053324420176;197.0;16.14;84.48;2802.29;3;5;4;179.8;18.44;86.78;3;3;9;90533244;0;0
SUL;1;2017;7;9053324420177;17.0;16.8;75.65;2802.29;1;3;5;197.0;16.14;84.48;1;1;4;90533244;0;0
SUL;0;2017;8;9053324420178;104.4;17.48;80.06;2802.29;1;1;3;17.0;16.8;75.65;1;1;4;90533244;0;0
SUL;0;2017;9;9053324420179;166.4;20.31;81.49;2802.29;0;1;1;104.4;17.48;80.06;0;0;3;90533244;0;0
SUL;0;2017;10;90533244201710;289.8;20.0;78.24;2802.29;0;0;1;166.4;20.31;81.49;0;0;1;90533244;0;0
SUL;2;2017;11;90533244201711;136.0;20.72;73.89;2802.29;0;0;0;289.8;20.0;78.24;0;0;3;90533244;0;0
SUL;1;2017;12;90533244201712;153.2;23.86;76.55;2802.29;2;0;0;136.0;20.72;73.89;2;2;2;90533244;0;0
SUL;1;2018;1;9053324420181;149.8;24.55;77.28;2802.29;1;2;0;153.2;23.86;76.55;1;1;4;90533244;0;0
SUL;1;2018;2;9053324420182;110.4;23.78;77.16;2802.29;1;1;2;149.8;24.55;77.28;1;1;8;90533244;0;0
SUL;1;2018;3;9053324420183;116.6;22.99;79.94;2802.29;1;1;1;110.4;23.78;77.16;1;1;6;90533244;0;0
SUL;2;2018;4;9053324420184;88.8;23.14;81.22;2802.29;1;1;1;116.6;22.99;79.94;1;1;4;90533244;0;0
SUL;1;2018;5;9053324420185;91.8;18.05;82.33;2802.29;2;1;1;88.8;23.14;81.22;2;2;3;90533244;0;0
SUL;0;2018;6;9053324420186;145.2;13.28;86.15;2802.29;1;2;1;91.8;18.05;82.33;1;1;0;90533244;0;0
SUL;0;2018;7;9053324420187;167.6;14.52;87.67;2802.29;0;1;2;145.2;13.28;86.15;0;0;0;90533244;0;0
SUL;0;2018;8;9053324420188;147.2;14.08;82.36;2802.29;0;0;1;167.6;14.52;87.67;0;0;0;90533244;0;0
SUL;1;2018;9;9053324420189;147.0;19.11;83.8;2802.29;0;0;0;147.2;14.08;82.36;0;0;0;90533244;0;0
SUL;3;2018;10;90533244201810;91.6;20.03;77.69;2802.29;1;0;0;147.0;19.11;83.8;1;1;4;90533244;0;0
SUL;0;2018;11;90533244201811;129.2;22.58;74.61;2802.29;3;1;0;91.6;20.03;77.69;3;3;0;90533244;0;0
SUL;0;2018;12;90533244201812;61.4;23.98;73.18;2802.29;0;3;1;129.2;22.58;74.61;0;0;0;90533244;0;0
SUL;0;2019;1;9053324420191;117.6;26.66;77.85;2802.29;0;0;3;61.4;23.98;73.18;0;0;2;90533244;0;0
SUL;2;2019;2;9053324420192;95.8;24.58;76.44;2802.29;0;0;0;117.6;26.66;77.85;0;0;1;90533244;0;0
SUL;1;2019;3;9053324420193;80.2;22.99;78.65;2802.29;2;0;0;95.8;24.58;76.44;2;2;3;90533244;0;0
SUL;4;2019;4;9053324420194;238.0;21.8;85.52;2802.29;1;2;0;80.2;22.99;78.65;1;1;1;90533244;0;0
SUL;8;2019;5;9053324420195;250.6;19.06;90.15;2802.29;4;1;2;238.0;21.8;85.52;4;4;12;90533244;0;0
SUL;5;2019;6;9053324420196;67.8;18.47;79.23;2802.29;8;4;1;250.6;19.06;90.15;8;8;18;90533244;0;0
SUL;1;2019;7;9053324420197;134.2;13.65;80.61;2802.29;5;8;4;67.8;18.47;79.23;5;5;10;90533244;0;0
SUL;0;2019;8;9053324420198;79.4;15.57;74.54;2802.29;1;5;8;134.2;13.65;80.61;1;1;6;90533244;0;0
SUL;2;2019;9;9053324420199;90.8;16.91;76.06;2802.29;0;1;5;79.4;15.57;74.54;0;0;3;90533244;0;0
SUL;1;2019;10;90533244201910;277.0;20.59;78.76;2802.29;2;0;1;90.8;16.91;76.06;2;2;2;90533244;0;0
SUL;4;2019;11;90533244201911;91.2;22.24;73.57;2802.29;1;2;0;277.0;20.59;78.76;1;1;4;90533244;0;0
SUL;1;2019;12;90533244201912;19.2;24.81;61.11;2802.29;4;1;2;91.2;22.24;73.57;4;4;3;90533244;0;0
SUL;0;2020;1;9053324420201;81.6;25.32;70.41;2802.29;1;4;1;19.2;24.81;61.11;1;1;2;90533244;0;0
SUL;4;2020;2;9053324420202;83.0;24.81;68.1;2802.29;0;1;4;81.6;25.32;70.41;0;0;4;90533244;0;0
SUL;3;2020;3;9053324420203;23.4;24.48;71.13;2802.29;4;0;1;83.0;24.81;68.1;4;4;6;90533244;0;0
SUL;0;2020;4;9053324420204;30.8;20.44;70.94;2802.29;3;4;0;23.4;24.48;71.13;3;3;3;90533244;0;0
SUL;0;2020;5;9053324420205;132.2;16.83;74.98;2802.29;0;3;4;30.8;20.44;70.94;0;0;2;90533244;0;0
SUL;0;2020;6;9053324420206;235.2;16.45;79.76;2802.29;0;0;3;132.2;16.83;74.98;0;0;1;90533244;0;0
SUL;0;2020;7;9053324420207;262.0;13.73;78.43;2802.29;0;0;0;235.2;16.45;79.76;0;0;1;90533244;0;0
SUL;0;2020;8;9053324420208;78.4;16.1;75.38;2802.29;0;0;0;262.0;13.73;78.43;0;0;0;90533244;0;0
SUL;1;2020;9;9053324420209;230.2;16.87;81.81;2802.29;0;0;0;78.4;16.1;75.38;0;0;0;90533244;0;0
SUL;1;2020;10;90533244202010;97.0;19.36;76.87;2802.29;1;0;0;230.2;16.87;81.81;1;1;0;90533244;0;0
SUL;1;2020;11;90533244202011;52.4;21.7;72.57;2802.29;1;1;0;97.0;19.36;76.87;1;1;0;90533244;0;0
SUL;0;2020;12;90533244202012;104.4;23.86;71.45;2802.29;1;1;1;52.4;21.7;72.57;1;1;0;90533244;0;0
SUL;0;2021;1;9053324420211;129.0;24.93;70.98;2802.29;0;1;1;104.4;23.86;71.45;0;0;0;90533244;0;0
SUL;0;2021;2;9053324420212;30.2;24.56;72.08;2802.29;0;0;1;129.0;24.93;70.98;0;0;2;90533244;0;0
SUL;0;2021;3;9053324420213;79.2;23.69;77.53;2802.29;0;0;0;30.2;24.56;72.08;0;0;1;90533244;0;0
SUL;0;2021;4;9053324420214;27.0;21.77;71.68;2802.29;0;0;0;79.2;23.69;77.53;0;0;0;90533244;0;0
SUL;0;2021;5;9053324420215;164.8;15.51;76.38;2802.29;0;0;0;27.0;21.77;71.68;0;0;4;90533244;0;0
SUL;1;2021;6;9053324420216;173.2;14.38;81.87;2802.29;0;0;0;164.8;15.51;76.38;0;0;5;90533244;0;0
SUL;1;2021;7;9053324420217;46.6;13.59;77.22;2802.29;1;0;0;173.2;14.38;81.87;1;1;1;90533244;0;0
SUL;0;2021;8;9053324420218;135.0;16.54;80.21;2802.29;1;1;0;46.6;13.59;77.22;1;1;3;90533244;0;0
SUL;0;2021;9;9053324420219;202.2;18.21;79.4;2802.29;0;1;1;135.0;16.54;80.21;0;0;0;90533244;0;0
SUL;0;2021;10;90533244202110;60.4;19.68;71.96;2802.29;0;0;1;202.2;18.21;79.4;0;0;2;90533244;0;0
SUL;1;2021;11;90533244202111;85.0;21.9;69.75;2802.29;0;0;0;60.4;19.68;71.96;0;0;2;90533244;0;0
SUL;1;2021;12;90533244202112;88.4;23.12;72.17;2802.29;1;0;0;85.0;21.9;69.75;1;1;0;90533244;0;0
SUL;1;2022;1;9053324420221;195.2;26.21;71.14;2802.29;1;1;0;88.4;23.12;72.17;1;1;1;90533244;0;0
SUL;2;2022;2;9053324420222;29.0;25.2;71.01;2802.29;1;1;1;195.2;26.21;71.14;1;1;4;90533244;0;0
SUL;85;2022;3;9053324420223;184.8;22.67;76.84;2802.29;2;1;1;29.0;25.2;71.01;2;2;3;90533244;0;0
SUL;221;2022;4;9053324420224;116.2;19.8;79.07;2802.29;85;2;1;184.8;22.67;76.84;85;85;278;90533244;0;0
SUL;56;2022;5;9053324420225;153.8;15.64;84.43;2802.29;221;85;2;116.2;19.8;79.07;221;221;560;90533244;0;0
SUL;18;2022;6;9053324420226;99.0;13.1;83.77;2802.29;56;221;85;153.8;15.64;84.43;56;56;206;90533244;0;0
SUL;10;2022;7;9053324420227;150.2;16.35;83.82;2802.29;18;56;221;99.0;13.1;83.77;18;18;56;90533244;0;0
SUL;6;2022;8;9053324420228;103.6;15.15;78.73;2802.29;10;18;56;150.2;16.35;83.82;10;10;29;90533244;0;0
SUL;4;2022;9;9053324420229;73.2;16.52;75.62;2802.29;6;10;18;103.6;15.15;78.73;6;6;15;90533244;0;0
SUL;5;2022;10;90533244202210;96.2;19.02;75.58;2802.29;4;6;10;73.2;16.52;75.62;4;4;7;90533244;0;0
SUL;4;2022;11;90533244202211;52.2;20.99;70.63;2802.29;5;4;6;96.2;19.02;75.58;5;5;7;90533244;0;0
SUL;4;2022;12;90533244202212;63.6;23.97;70.19;2802.29;4;5;4;52.2;20.99;70.63;4;4;17;90533244;0;0
