2020;;;
CENTRO;17;7;0
CENTRO SUL;1;0;0
CRISTAL;2;0;0
EIXO BALTAZAR;1;0;0
GLORIA;1;0;0
HUMAITA NAVEGANTES;1;0;0
LESTE;1;0;0
LOMBA DO PINHEIRO;2;0;0
NORDESTE;2;0;0
NOROESTE;4;1;0
NORTE;7;1;1
PARTENON;6;1;0
(Sem Ref.);2;1;0
-;;;
CENTRO;7;3;0
CENTRO SUL;4;2;0
CRISTAL;1;0;0
CRUZEIRO;1;0;0
EIXO BALTAZAR;5;2;0
EXTREMO SUL;1;0;0
HUMAITA NAVEGANTES;2;0;0
LESTE;4;0;0
LOMBA DO PINHEIRO;1;0;0
NORDESTE;2;0;0
NOROESTE;7;2;0
NORTE;5;1;0
PARTENON;3;2;0
(Sem Ref.);1;0;0
SUL;4;2;0
-;;;
CENTRO;7;2;0
CENTRO SUL;2;1;0
CRISTAL;1;0;0
HUMAITA NAVEGANTES;1;0;0
LESTE;2;1;0
NOROESTE;4;1;0
NORTE;1;0;0
PARTENON;1;0;0
(Sem Ref.);2;0;0
SUL;3;2;0
-;;;
CENTRO;5;2;0
CENTRO SUL;1;1;1
GLORIA;1;0;0
LESTE;1;1;1
NOROESTE;3;2;2
PARTENON;3;2;1
(Sem Ref.);1;0;0
-;;;
CENTRO;2;0;0
CENTRO SUL;1;1;0
EIXO BALTAZAR;1;0;0
HUMAITA NAVEGANTES;1;0;0
LESTE;1;0;0
NOROESTE;1;0;0
NORTE;1;0;0
-;;;
CENTRO;4;1;0
EIXO BALTAZAR;2;0;0
GLORIA;1;0;0
PARTENON;1;0;0
(Sem Ref.);1;0;0
-;;;
CENTRO;1;0;0
EIXO BALTAZAR;1;0;0
PARTENON;1;1;0
-;;;
LOMBA DO PINHEIRO;1;0;0
(Sem Ref.);1;0;0
-;;;
EIXO BALTAZAR;1;0;0
NORDESTE;1;0;0
SUL;1;0;0
-;;;
LESTE;1;0;0
LOMBA DO PINHEIRO;1;0;0
NORTE;1;0;0
SUL;1;0;0
-;;;
CENTRO;1;0;0
EIXO BALTAZAR;1;0;0
LESTE;1;0;0
NORTE;2;0;0
SUL;1;0;0
-;;;
CENTRO;2;0;0
PARTENON;1;0;0
