2023;;;			
GLORIA;3;0;0
HUMAITA NAVEGANTES;1;0;0
LESTE;1;1;1
LOMBA DO PINHEIRO;3;0;0
NORDESTE;2;0;0
NOROESTE;2;0;0
NORTE;1;0;0
PARTENON;2;0;0
RESTINGA;3;0;0
(Sem Ref.);3;0;0
SUL;2;0;0
-;;;		
CENTRO;0;0;0
CENTRO SUL;0;0;0
CRUZEIRO;0;0;0
GLORIA;0;0;0
HUMAITA NAVEGANTES;0;0;0
LESTE;0;0;0
LOMBA DO PINHEIRO;0;0;0
NORDESTE;0;0;0
NOROESTE;0;0;0
NORTE;0;0;0
PARTENON;0;0;0
RESTINGA;0;0;0
(Sem Ref.);0;0;0
SUL;0;0;0
-;;;	
CENTRO;0;0;0
CENTRO;0;0;0
CENTRO SUL;0;0;0
CRUZEIRO;0;0;0
GLORIA;0;0;0
HUMAITA NAVEGANTES;0;0;0
LESTE;0;0;0
LOMBA DO PINHEIRO;0;0;0
NORDESTE;0;0;0
NOROESTE;0;0;0
NORTE;0;0;0
PARTENON;0;0;0
RESTINGA;0;0;0
(Sem Ref.);0;0;0
SUL;0;0;0
-;;;
CENTRO;0;0;0
CENTRO;0;0;0
CENTRO SUL;0;0;0
CRUZEIRO;0;0;0
GLORIA;0;0;0
HUMAITA NAVEGANTES;0;0;0
LESTE;0;0;0
LOMBA DO PINHEIRO;0;0;0
NORDESTE;0;0;0
NOROESTE;0;0;0
NORTE;0;0;0
PARTENON;0;0;0
RESTINGA;0;0;0
(Sem Ref.);0;0;0
SUL;0;0;0
