,precipitacao (mm)-1,temperatura (°C)-1,umidade ar (%)-1,t-1,t-2,t-3,densidade_demografica
9069,23.0,47.0,70.0,0.0,0.0,0.0,37.496842799439456
9070,24.0,43.0,70.0,0.0,0.0,0.0,37.496842799439456
9071,25.0,207.0,71.0,0.0,0.0,0.0,37.496842799439456
9072,26.0,91.0,78.0,1.0,0.0,1.0,132.9240081799591
9073,25.0,182.0,83.0,1.0,1.0,0.0,132.9240081799591
9074,27.0,258.0,76.0,1.0,1.0,1.0,132.9240081799591
9075,27.0,190.0,79.0,1.0,1.0,1.0,132.9240081799591
9076,26.0,6.0,75.0,5.0,1.0,1.0,132.9240081799591
9077,23.0,63.0,77.0,0.0,5.0,1.0,132.9240081799591
9078,20.0,87.0,78.0,0.0,0.0,5.0,132.9240081799591
9079,22.0,8.0,71.0,0.0,0.0,0.0,132.9240081799591
9080,22.0,62.0,73.0,0.0,0.0,0.0,132.9240081799591
9081,22.0,60.0,77.0,0.0,0.0,0.0,132.9240081799591
9082,23.0,30.0,79.0,0.0,0.0,0.0,132.9240081799591
9083,24.0,144.0,79.0,0.0,0.0,0.0,132.9240081799591
9084,26.0,91.0,78.0,23.0,8.0,2.0,29.329860064049047
9085,25.0,182.0,83.0,63.0,23.0,8.0,29.329860064049047
9086,27.0,258.0,76.0,69.0,63.0,23.0,29.329860064049047
9087,27.0,190.0,79.0,45.0,69.0,63.0,29.329860064049047
9088,26.0,6.0,75.0,29.0,45.0,69.0,29.329860064049047
9089,23.0,63.0,77.0,18.0,29.0,45.0,29.329860064049047
9090,20.0,87.0,78.0,6.0,18.0,29.0,29.329860064049047
9091,22.0,8.0,71.0,3.0,6.0,18.0,29.329860064049047
9092,22.0,62.0,73.0,0.0,3.0,6.0,29.329860064049047
9093,22.0,60.0,77.0,1.0,0.0,3.0,29.329860064049047
9094,23.0,30.0,79.0,2.0,1.0,0.0,29.329860064049047
9095,24.0,144.0,79.0,1.0,2.0,1.0,29.329860064049047
9096,26.0,91.0,78.0,2.0,2.0,0.0,3.936139589070112
9097,25.0,182.0,83.0,4.0,2.0,2.0,3.936139589070112
9098,27.0,258.0,76.0,5.0,4.0,2.0,3.936139589070112
9099,27.0,190.0,79.0,2.0,5.0,4.0,3.936139589070112
9100,26.0,6.0,75.0,4.0,2.0,5.0,3.936139589070112
9101,23.0,63.0,77.0,1.0,4.0,2.0,3.936139589070112
9102,20.0,87.0,78.0,1.0,1.0,4.0,3.936139589070112
9103,22.0,8.0,71.0,0.0,1.0,1.0,3.936139589070112
9104,22.0,62.0,73.0,0.0,0.0,1.0,3.936139589070112
9105,22.0,60.0,77.0,0.0,0.0,0.0,3.936139589070112
9106,23.0,30.0,79.0,0.0,0.0,0.0,3.936139589070112
9107,24.0,144.0,79.0,0.0,0.0,0.0,3.936139589070112
9108,26.0,91.0,78.0,9.0,4.0,1.0,179.45969993748696
9109,25.0,182.0,83.0,19.0,9.0,4.0,179.45969993748696
9110,27.0,258.0,76.0,28.0,19.0,9.0,179.45969993748696
9111,27.0,190.0,79.0,28.0,28.0,19.0,179.45969993748696
9112,26.0,6.0,75.0,16.0,28.0,28.0,179.45969993748696
9113,23.0,63.0,77.0,4.0,16.0,28.0,179.45969993748696
9114,20.0,87.0,78.0,9.0,4.0,16.0,179.45969993748696
9115,22.0,8.0,71.0,1.0,9.0,4.0,179.45969993748696
9116,22.0,62.0,73.0,2.0,1.0,9.0,179.45969993748696
9117,22.0,60.0,77.0,1.0,2.0,1.0,179.45969993748696
9118,23.0,30.0,79.0,1.0,1.0,2.0,179.45969993748696
9119,24.0,144.0,79.0,1.0,1.0,1.0,179.45969993748696
9120,26.0,91.0,78.0,2.0,1.0,0.0,55.31254894378112
9121,25.0,182.0,83.0,2.0,2.0,1.0,55.31254894378112
9122,27.0,258.0,76.0,2.0,2.0,2.0,55.31254894378112
9123,27.0,190.0,79.0,2.0,2.0,2.0,55.31254894378112
9124,26.0,6.0,75.0,1.0,2.0,2.0,55.31254894378112
9125,23.0,63.0,77.0,6.0,1.0,2.0,55.31254894378112
9126,20.0,87.0,78.0,1.0,6.0,1.0,55.31254894378112
9127,22.0,8.0,71.0,0.0,1.0,6.0,55.31254894378112
9128,22.0,62.0,73.0,0.0,0.0,1.0,55.31254894378112
9129,22.0,60.0,77.0,0.0,0.0,0.0,55.31254894378112
9130,23.0,30.0,79.0,0.0,0.0,0.0,55.31254894378112
9131,24.0,144.0,79.0,0.0,0.0,0.0,55.31254894378112
9132,26.0,91.0,78.0,6.0,2.0,1.0,39.78607386629266
9133,25.0,182.0,83.0,8.0,6.0,2.0,39.78607386629266
9134,27.0,258.0,76.0,7.0,8.0,6.0,39.78607386629266
9135,27.0,190.0,79.0,25.0,7.0,8.0,39.78607386629266
9136,26.0,6.0,75.0,16.0,25.0,7.0,39.78607386629266
9137,23.0,63.0,77.0,16.0,16.0,25.0,39.78607386629266
9138,20.0,87.0,78.0,2.0,16.0,16.0,39.78607386629266
9139,22.0,8.0,71.0,1.0,2.0,16.0,39.78607386629266
9140,22.0,62.0,73.0,2.0,1.0,2.0,39.78607386629266
9141,22.0,60.0,77.0,0.0,2.0,1.0,39.78607386629266
9142,23.0,30.0,79.0,2.0,0.0,2.0,39.78607386629266
9143,24.0,144.0,79.0,0.0,2.0,0.0,39.78607386629266
9144,26.0,91.0,78.0,7.0,1.0,3.0,78.79981934484857
9145,25.0,182.0,83.0,19.0,7.0,1.0,78.79981934484857
9146,27.0,258.0,76.0,14.0,19.0,7.0,78.79981934484857
9147,27.0,190.0,79.0,27.0,14.0,19.0,78.79981934484857
9148,26.0,6.0,75.0,43.0,27.0,14.0,78.79981934484857
9149,23.0,63.0,77.0,8.0,43.0,27.0,78.79981934484857
9150,20.0,87.0,78.0,6.0,8.0,43.0,78.79981934484857
9151,22.0,8.0,71.0,2.0,6.0,8.0,78.79981934484857
9152,22.0,62.0,73.0,2.0,2.0,6.0,78.79981934484857
9153,22.0,60.0,77.0,0.0,2.0,2.0,78.79981934484857
9154,23.0,30.0,79.0,1.0,0.0,2.0,78.79981934484857
9155,24.0,144.0,79.0,2.0,1.0,0.0,78.79981934484857
9156,26.0,91.0,78.0,0.0,0.0,1.0,3.4465730061611275
9157,25.0,182.0,83.0,0.0,0.0,0.0,3.4465730061611275
9158,27.0,258.0,76.0,0.0,0.0,0.0,3.4465730061611275
9159,27.0,190.0,79.0,1.0,0.0,0.0,3.4465730061611275
9160,26.0,6.0,75.0,3.0,1.0,0.0,3.4465730061611275
9161,23.0,63.0,77.0,0.0,3.0,1.0,3.4465730061611275
9162,20.0,87.0,78.0,0.0,0.0,3.0,3.4465730061611275
9163,22.0,8.0,71.0,0.0,0.0,0.0,3.4465730061611275
9164,22.0,62.0,73.0,0.0,0.0,0.0,3.4465730061611275
9165,22.0,60.0,77.0,0.0,0.0,0.0,3.4465730061611275
9166,23.0,30.0,79.0,0.0,0.0,0.0,3.4465730061611275
9167,24.0,144.0,79.0,0.0,0.0,0.0,3.4465730061611275
9168,26.0,91.0,78.0,3.0,2.0,1.0,103.39120587635176
9169,25.0,182.0,83.0,0.0,3.0,2.0,103.39120587635176
9170,27.0,258.0,76.0,1.0,0.0,3.0,103.39120587635176
9171,27.0,190.0,79.0,0.0,1.0,0.0,103.39120587635176
9172,26.0,6.0,75.0,2.0,0.0,1.0,103.39120587635176
9173,23.0,63.0,77.0,1.0,2.0,0.0,103.39120587635176
9174,20.0,87.0,78.0,0.0,1.0,2.0,103.39120587635176
9175,22.0,8.0,71.0,0.0,0.0,1.0,103.39120587635176
9176,22.0,62.0,73.0,0.0,0.0,0.0,103.39120587635176
9177,22.0,60.0,77.0,0.0,0.0,0.0,103.39120587635176
9178,23.0,30.0,79.0,0.0,0.0,0.0,103.39120587635176
9179,24.0,144.0,79.0,0.0,0.0,0.0,103.39120587635176
9180,26.0,91.0,78.0,19.0,8.0,1.0,370.8973347314005
9181,25.0,182.0,83.0,26.0,19.0,8.0,370.8973347314005
9182,27.0,258.0,76.0,38.0,26.0,19.0,370.8973347314005
9183,27.0,190.0,79.0,23.0,38.0,26.0,370.8973347314005
9184,26.0,6.0,75.0,13.0,23.0,38.0,370.8973347314005
9185,23.0,63.0,77.0,8.0,13.0,23.0,370.8973347314005
9186,20.0,87.0,78.0,1.0,8.0,13.0,370.8973347314005
9187,22.0,8.0,71.0,4.0,1.0,8.0,370.8973347314005
9188,22.0,62.0,73.0,2.0,4.0,1.0,370.8973347314005
9189,22.0,60.0,77.0,2.0,2.0,4.0,370.8973347314005
9190,23.0,30.0,79.0,0.0,2.0,2.0,370.8973347314005
9191,24.0,144.0,79.0,0.0,0.0,2.0,370.8973347314005
9192,26.0,91.0,78.0,8.0,13.0,5.0,121.77161895872224
9193,25.0,182.0,83.0,6.0,8.0,13.0,121.77161895872224
9194,27.0,258.0,76.0,19.0,6.0,8.0,121.77161895872224
9195,27.0,190.0,79.0,84.0,19.0,6.0,121.77161895872224
9196,26.0,6.0,75.0,83.0,84.0,19.0,121.77161895872224
9197,23.0,63.0,77.0,47.0,83.0,84.0,121.77161895872224
9198,20.0,87.0,78.0,8.0,47.0,83.0,121.77161895872224
9199,22.0,8.0,71.0,4.0,8.0,47.0,121.77161895872224
9200,22.0,62.0,73.0,0.0,4.0,8.0,121.77161895872224
9201,22.0,60.0,77.0,2.0,0.0,4.0,121.77161895872224
9202,23.0,30.0,79.0,3.0,2.0,0.0,121.77161895872224
9203,24.0,144.0,79.0,8.0,3.0,2.0,121.77161895872224
9204,26.0,91.0,78.0,3.0,4.0,0.0,315.827473728968
9205,25.0,182.0,83.0,5.0,3.0,4.0,315.827473728968
9206,27.0,258.0,76.0,11.0,5.0,3.0,315.827473728968
9207,27.0,190.0,79.0,2.0,11.0,5.0,315.827473728968
9208,26.0,6.0,75.0,4.0,2.0,11.0,315.827473728968
9209,23.0,63.0,77.0,4.0,4.0,2.0,315.827473728968
9210,20.0,87.0,78.0,0.0,4.0,4.0,315.827473728968
9211,22.0,8.0,71.0,0.0,0.0,4.0,315.827473728968
9212,22.0,62.0,73.0,1.0,0.0,0.0,315.827473728968
9213,22.0,60.0,77.0,1.0,1.0,0.0,315.827473728968
9214,23.0,30.0,79.0,1.0,1.0,1.0,315.827473728968
9215,24.0,144.0,79.0,0.0,1.0,1.0,315.827473728968
9216,26.0,91.0,78.0,1.0,0.0,1.0,49.78563011537323
9217,25.0,182.0,83.0,1.0,1.0,0.0,49.78563011537323
9218,27.0,258.0,76.0,2.0,1.0,1.0,49.78563011537323
9219,27.0,190.0,79.0,2.0,2.0,1.0,49.78563011537323
9220,26.0,6.0,75.0,1.0,2.0,2.0,49.78563011537323
9221,23.0,63.0,77.0,0.0,1.0,2.0,49.78563011537323
9222,20.0,87.0,78.0,0.0,0.0,1.0,49.78563011537323
9223,22.0,8.0,71.0,0.0,0.0,0.0,49.78563011537323
9224,22.0,62.0,73.0,0.0,0.0,0.0,49.78563011537323
9225,22.0,60.0,77.0,0.0,0.0,0.0,49.78563011537323
9226,23.0,30.0,79.0,0.0,0.0,0.0,49.78563011537323
9227,24.0,144.0,79.0,2.0,0.0,0.0,49.78563011537323
9228,26.0,91.0,78.0,4.0,0.0,0.0,122.37588282864589
9229,25.0,182.0,83.0,1.0,4.0,0.0,122.37588282864589
9230,27.0,258.0,76.0,7.0,1.0,4.0,122.37588282864589
9231,27.0,190.0,79.0,10.0,7.0,1.0,122.37588282864589
9232,26.0,6.0,75.0,45.0,10.0,7.0,122.37588282864589
9233,23.0,63.0,77.0,7.0,45.0,10.0,122.37588282864589
9234,20.0,87.0,78.0,1.0,7.0,45.0,122.37588282864589
9235,22.0,8.0,71.0,0.0,1.0,7.0,122.37588282864589
9236,22.0,62.0,73.0,0.0,0.0,1.0,122.37588282864589
9237,22.0,60.0,77.0,0.0,0.0,0.0,122.37588282864589
9238,23.0,30.0,79.0,0.0,0.0,0.0,122.37588282864589
9239,24.0,144.0,79.0,0.0,0.0,0.0,122.37588282864589
9240,26.0,91.0,78.0,4.0,1.0,0.0,88.04296991491972
9241,25.0,182.0,83.0,3.0,4.0,1.0,88.04296991491972
9242,27.0,258.0,76.0,3.0,3.0,4.0,88.04296991491972
9243,27.0,190.0,79.0,3.0,3.0,3.0,88.04296991491972
9244,26.0,6.0,75.0,3.0,3.0,3.0,88.04296991491972
9245,23.0,63.0,77.0,0.0,3.0,3.0,88.04296991491972
9246,20.0,87.0,78.0,0.0,0.0,3.0,88.04296991491972
9247,22.0,8.0,71.0,1.0,0.0,0.0,88.04296991491972
9248,22.0,62.0,73.0,3.0,1.0,0.0,88.04296991491972
9249,22.0,60.0,77.0,0.0,3.0,1.0,88.04296991491972
9250,23.0,30.0,79.0,0.0,0.0,3.0,88.04296991491972
9251,24.0,144.0,79.0,0.0,0.0,0.0,88.04296991491972
9252,26.0,91.0,78.0,0.0,0.0,0.0,0.1807653039963328
9253,25.0,182.0,83.0,0.0,0.0,0.0,0.1807653039963328
9254,27.0,258.0,76.0,0.0,0.0,0.0,0.1807653039963328
9255,27.0,190.0,79.0,0.0,0.0,0.0,0.1807653039963328
9256,26.0,6.0,75.0,0.0,0.0,0.0,0.1807653039963328
9257,23.0,63.0,77.0,0.0,0.0,0.0,0.1807653039963328
9258,20.0,87.0,78.0,0.0,0.0,0.0,0.1807653039963328
9259,22.0,8.0,71.0,0.0,0.0,0.0,0.1807653039963328
9260,22.0,62.0,73.0,0.0,0.0,0.0,0.1807653039963328
9261,22.0,60.0,77.0,0.0,0.0,0.0,0.1807653039963328
9262,23.0,30.0,79.0,0.0,0.0,0.0,0.1807653039963328
9263,24.0,144.0,79.0,0.0,0.0,0.0,0.1807653039963328
9264,26.0,91.0,78.0,33.0,17.0,9.0,8.196410568511237
9265,25.0,182.0,83.0,53.0,33.0,17.0,8.196410568511237
9266,27.0,258.0,76.0,39.0,53.0,33.0,8.196410568511237
9267,27.0,190.0,79.0,55.0,39.0,53.0,8.196410568511237
9268,26.0,6.0,75.0,97.0,55.0,39.0,8.196410568511237
9269,23.0,63.0,77.0,79.0,97.0,55.0,8.196410568511237
9270,20.0,87.0,78.0,20.0,79.0,97.0,8.196410568511237
9271,22.0,8.0,71.0,13.0,20.0,79.0,8.196410568511237
9272,22.0,62.0,73.0,10.0,13.0,20.0,8.196410568511237
9273,22.0,60.0,77.0,4.0,10.0,13.0,8.196410568511237
9274,23.0,30.0,79.0,5.0,4.0,10.0,8.196410568511237
9275,24.0,144.0,79.0,6.0,5.0,4.0,8.196410568511237
9276,26.0,91.0,78.0,5.0,2.0,0.0,64.45618312916731
9277,25.0,182.0,83.0,6.0,5.0,2.0,64.45618312916731
9278,27.0,258.0,76.0,6.0,6.0,5.0,64.45618312916731
9279,27.0,190.0,79.0,0.0,6.0,6.0,64.45618312916731
9280,26.0,6.0,75.0,5.0,0.0,6.0,64.45618312916731
9281,23.0,63.0,77.0,3.0,5.0,0.0,64.45618312916731
9282,20.0,87.0,78.0,1.0,3.0,5.0,64.45618312916731
9283,22.0,8.0,71.0,0.0,1.0,3.0,64.45618312916731
9284,22.0,62.0,73.0,0.0,0.0,1.0,64.45618312916731
9285,22.0,60.0,77.0,0.0,0.0,0.0,64.45618312916731
9286,23.0,30.0,79.0,1.0,0.0,0.0,64.45618312916731
9287,24.0,144.0,79.0,0.0,1.0,0.0,64.45618312916731
9288,26.0,91.0,78.0,3.0,3.0,1.0,143.95921099549415
9289,25.0,182.0,83.0,6.0,3.0,3.0,143.95921099549415
9290,27.0,258.0,76.0,7.0,6.0,3.0,143.95921099549415
9291,27.0,190.0,79.0,5.0,7.0,6.0,143.95921099549415
9292,26.0,6.0,75.0,6.0,5.0,7.0,143.95921099549415
9293,23.0,63.0,77.0,1.0,6.0,5.0,143.95921099549415
9294,20.0,87.0,78.0,3.0,1.0,6.0,143.95921099549415
9295,22.0,8.0,71.0,0.0,3.0,1.0,143.95921099549415
9296,22.0,62.0,73.0,0.0,0.0,3.0,143.95921099549415
9297,22.0,60.0,77.0,1.0,0.0,0.0,143.95921099549415
9298,23.0,30.0,79.0,1.0,1.0,0.0,143.95921099549415
9299,24.0,144.0,79.0,1.0,1.0,1.0,143.95921099549415
9300,26.0,91.0,78.0,3.0,0.0,4.0,159.25650484239094
9301,25.0,182.0,83.0,2.0,3.0,0.0,159.25650484239094
9302,27.0,258.0,76.0,0.0,2.0,3.0,159.25650484239094
9303,27.0,190.0,79.0,3.0,0.0,2.0,159.25650484239094
9304,26.0,6.0,75.0,2.0,3.0,0.0,159.25650484239094
9305,23.0,63.0,77.0,4.0,2.0,3.0,159.25650484239094
9306,20.0,87.0,78.0,1.0,4.0,2.0,159.25650484239094
9307,22.0,8.0,71.0,0.0,1.0,4.0,159.25650484239094
9308,22.0,62.0,73.0,0.0,0.0,1.0,159.25650484239094
9309,22.0,60.0,77.0,0.0,0.0,0.0,159.25650484239094
9310,23.0,30.0,79.0,0.0,0.0,0.0,159.25650484239094
9311,24.0,144.0,79.0,0.0,0.0,0.0,159.25650484239094
9312,26.0,91.0,78.0,3.0,2.0,0.0,104.39909853707228
9313,25.0,182.0,83.0,11.0,3.0,2.0,104.39909853707228
9314,27.0,258.0,76.0,3.0,11.0,3.0,104.39909853707228
9315,27.0,190.0,79.0,2.0,3.0,11.0,104.39909853707228
9316,26.0,6.0,75.0,3.0,2.0,3.0,104.39909853707228
9317,23.0,63.0,77.0,0.0,3.0,2.0,104.39909853707228
9318,20.0,87.0,78.0,1.0,0.0,3.0,104.39909853707228
9319,22.0,8.0,71.0,0.0,1.0,0.0,104.39909853707228
9320,22.0,62.0,73.0,1.0,0.0,1.0,104.39909853707228
9321,22.0,60.0,77.0,0.0,1.0,0.0,104.39909853707228
9322,23.0,30.0,79.0,0.0,0.0,1.0,104.39909853707228
9323,24.0,144.0,79.0,0.0,0.0,0.0,104.39909853707228
9324,26.0,91.0,78.0,0.0,0.0,0.0,5.029898798603302
9325,25.0,182.0,83.0,1.0,0.0,0.0,5.029898798603302
9326,27.0,258.0,76.0,0.0,1.0,0.0,5.029898798603302
9327,27.0,190.0,79.0,0.0,0.0,1.0,5.029898798603302
9328,26.0,6.0,75.0,0.0,0.0,0.0,5.029898798603302
9329,23.0,63.0,77.0,0.0,0.0,0.0,5.029898798603302
9330,20.0,87.0,78.0,0.0,0.0,0.0,5.029898798603302
9331,22.0,8.0,71.0,0.0,0.0,0.0,5.029898798603302
9332,22.0,62.0,73.0,0.0,0.0,0.0,5.029898798603302
9333,22.0,60.0,77.0,0.0,0.0,0.0,5.029898798603302
9334,23.0,30.0,79.0,0.0,0.0,0.0,5.029898798603302
9335,24.0,144.0,79.0,0.0,0.0,0.0,5.029898798603302
9336,26.0,91.0,78.0,5.0,5.0,0.0,222.18994008638705
9337,25.0,182.0,83.0,11.0,5.0,5.0,222.18994008638705
9338,27.0,258.0,76.0,9.0,11.0,5.0,222.18994008638705
9339,27.0,190.0,79.0,3.0,9.0,11.0,222.18994008638705
9340,26.0,6.0,75.0,2.0,3.0,9.0,222.18994008638705
9341,23.0,63.0,77.0,5.0,2.0,3.0,222.18994008638705
9342,20.0,87.0,78.0,2.0,5.0,2.0,222.18994008638705
9343,22.0,8.0,71.0,1.0,2.0,5.0,222.18994008638705
9344,22.0,62.0,73.0,0.0,1.0,2.0,222.18994008638705
9345,22.0,60.0,77.0,0.0,0.0,1.0,222.18994008638705
9346,23.0,30.0,79.0,0.0,0.0,0.0,222.18994008638705
9347,24.0,144.0,79.0,0.0,0.0,0.0,222.18994008638705
9348,26.0,91.0,78.0,2.0,6.0,8.0,157.34917110110518
9349,25.0,182.0,83.0,1.0,2.0,6.0,157.34917110110518
9350,27.0,258.0,76.0,11.0,1.0,2.0,157.34917110110518
9351,27.0,190.0,79.0,2.0,11.0,1.0,157.34917110110518
9352,26.0,6.0,75.0,3.0,2.0,11.0,157.34917110110518
9353,23.0,63.0,77.0,12.0,3.0,2.0,157.34917110110518
9354,20.0,87.0,78.0,1.0,12.0,3.0,157.34917110110518
9355,22.0,8.0,71.0,0.0,1.0,12.0,157.34917110110518
9356,22.0,62.0,73.0,0.0,0.0,1.0,157.34917110110518
9357,22.0,60.0,77.0,0.0,0.0,0.0,157.34917110110518
9358,23.0,30.0,79.0,0.0,0.0,0.0,157.34917110110518
9359,24.0,144.0,79.0,0.0,0.0,0.0,157.34917110110518
9360,26.0,91.0,78.0,2.0,1.0,1.0,315.8523004122938
9361,25.0,182.0,83.0,2.0,2.0,1.0,315.8523004122938
9362,27.0,258.0,76.0,0.0,2.0,2.0,315.8523004122938
9363,27.0,190.0,79.0,6.0,0.0,2.0,315.8523004122938
9364,26.0,6.0,75.0,20.0,6.0,0.0,315.8523004122938
9365,23.0,63.0,77.0,8.0,20.0,6.0,315.8523004122938
9366,20.0,87.0,78.0,1.0,8.0,20.0,315.8523004122938
9367,22.0,8.0,71.0,5.0,1.0,8.0,315.8523004122938
9368,22.0,62.0,73.0,2.0,5.0,1.0,315.8523004122938
9369,22.0,60.0,77.0,1.0,2.0,5.0,315.8523004122938
9370,23.0,30.0,79.0,1.0,1.0,2.0,315.8523004122938
9371,24.0,144.0,79.0,0.0,1.0,1.0,315.8523004122938
9372,26.0,91.0,78.0,0.0,0.0,0.0,129.24633115635802
9373,25.0,182.0,83.0,3.0,0.0,0.0,129.24633115635802
9374,27.0,258.0,76.0,2.0,3.0,0.0,129.24633115635802
9375,27.0,190.0,79.0,1.0,2.0,3.0,129.24633115635802
9376,26.0,6.0,75.0,5.0,1.0,2.0,129.24633115635802
9377,23.0,63.0,77.0,3.0,5.0,1.0,129.24633115635802
9378,20.0,87.0,78.0,1.0,3.0,5.0,129.24633115635802
9379,22.0,8.0,71.0,0.0,1.0,3.0,129.24633115635802
9380,22.0,62.0,73.0,2.0,0.0,1.0,129.24633115635802
9381,22.0,60.0,77.0,0.0,2.0,0.0,129.24633115635802
9382,23.0,30.0,79.0,0.0,0.0,2.0,129.24633115635802
9383,24.0,144.0,79.0,0.0,0.0,0.0,129.24633115635802
9384,26.0,91.0,78.0,5.0,3.0,0.0,27.105589925485987
9385,25.0,182.0,83.0,3.0,5.0,3.0,27.105589925485987
9386,27.0,258.0,76.0,7.0,3.0,5.0,27.105589925485987
9387,27.0,190.0,79.0,12.0,7.0,3.0,27.105589925485987
9388,26.0,6.0,75.0,10.0,12.0,7.0,27.105589925485987
9389,23.0,63.0,77.0,14.0,10.0,12.0,27.105589925485987
9390,20.0,87.0,78.0,4.0,14.0,10.0,27.105589925485987
9391,22.0,8.0,71.0,2.0,4.0,14.0,27.105589925485987
9392,22.0,62.0,73.0,2.0,2.0,4.0,27.105589925485987
9393,22.0,60.0,77.0,1.0,2.0,2.0,27.105589925485987
9394,23.0,30.0,79.0,1.0,1.0,2.0,27.105589925485987
9395,24.0,144.0,79.0,1.0,1.0,1.0,27.105589925485987
9396,26.0,91.0,78.0,11.0,2.0,11.0,140.66808115223787
9397,25.0,182.0,83.0,24.0,11.0,2.0,140.66808115223787
9398,27.0,258.0,76.0,139.0,24.0,11.0,140.66808115223787
9399,27.0,190.0,79.0,352.0,139.0,24.0,140.66808115223787
9400,26.0,6.0,75.0,223.0,352.0,139.0,140.66808115223787
9401,23.0,63.0,77.0,42.0,223.0,352.0,140.66808115223787
9402,20.0,87.0,78.0,12.0,42.0,223.0,140.66808115223787
9403,22.0,8.0,71.0,8.0,12.0,42.0,140.66808115223787
9404,22.0,62.0,73.0,1.0,8.0,12.0,140.66808115223787
9405,22.0,60.0,77.0,0.0,1.0,8.0,140.66808115223787
9406,23.0,30.0,79.0,2.0,0.0,1.0,140.66808115223787
9407,24.0,144.0,79.0,0.0,2.0,0.0,140.66808115223787
9408,26.0,91.0,78.0,4.0,7.0,0.0,107.45517151879568
9409,25.0,182.0,83.0,7.0,4.0,7.0,107.45517151879568
9410,27.0,258.0,76.0,12.0,7.0,4.0,107.45517151879568
9411,27.0,190.0,79.0,54.0,12.0,7.0,107.45517151879568
9412,26.0,6.0,75.0,102.0,54.0,12.0,107.45517151879568
9413,23.0,63.0,77.0,19.0,102.0,54.0,107.45517151879568
9414,20.0,87.0,78.0,8.0,19.0,102.0,107.45517151879568
9415,22.0,8.0,71.0,1.0,8.0,19.0,107.45517151879568
9416,22.0,62.0,73.0,1.0,1.0,8.0,107.45517151879568
9417,22.0,60.0,77.0,0.0,1.0,1.0,107.45517151879568
9418,23.0,30.0,79.0,0.0,0.0,1.0,107.45517151879568
9419,24.0,144.0,79.0,2.0,0.0,0.0,107.45517151879568
9420,26.0,91.0,78.0,1.0,1.0,1.0,202.19308061579207
9421,25.0,182.0,83.0,5.0,1.0,1.0,202.19308061579207
9422,27.0,258.0,76.0,0.0,5.0,1.0,202.19308061579207
9423,27.0,190.0,79.0,1.0,0.0,5.0,202.19308061579207
9424,26.0,6.0,75.0,5.0,1.0,0.0,202.19308061579207
9425,23.0,63.0,77.0,1.0,5.0,1.0,202.19308061579207
9426,20.0,87.0,78.0,1.0,1.0,5.0,202.19308061579207
9427,22.0,8.0,71.0,1.0,1.0,1.0,202.19308061579207
9428,22.0,62.0,73.0,0.0,1.0,1.0,202.19308061579207
9429,22.0,60.0,77.0,0.0,0.0,1.0,202.19308061579207
9430,23.0,30.0,79.0,0.0,0.0,0.0,202.19308061579207
9431,24.0,144.0,79.0,0.0,0.0,0.0,202.19308061579207
9432,26.0,91.0,78.0,1.0,3.0,1.0,208.9209710047201
9433,25.0,182.0,83.0,2.0,1.0,3.0,208.9209710047201
9434,27.0,258.0,76.0,1.0,2.0,1.0,208.9209710047201
9435,27.0,190.0,79.0,1.0,1.0,2.0,208.9209710047201
9436,26.0,6.0,75.0,2.0,1.0,1.0,208.9209710047201
9437,23.0,63.0,77.0,1.0,2.0,1.0,208.9209710047201
9438,20.0,87.0,78.0,1.0,1.0,2.0,208.9209710047201
9439,22.0,8.0,71.0,0.0,1.0,1.0,208.9209710047201
9440,22.0,62.0,73.0,0.0,0.0,1.0,208.9209710047201
9441,22.0,60.0,77.0,0.0,0.0,0.0,208.9209710047201
9442,23.0,30.0,79.0,0.0,0.0,0.0,208.9209710047201
9443,24.0,144.0,79.0,0.0,0.0,0.0,208.9209710047201
9444,26.0,91.0,78.0,0.0,0.0,1.0,162.88803373748027
9445,25.0,182.0,83.0,0.0,0.0,0.0,162.88803373748027
9446,27.0,258.0,76.0,1.0,0.0,0.0,162.88803373748027
9447,27.0,190.0,79.0,0.0,1.0,0.0,162.88803373748027
9448,26.0,6.0,75.0,1.0,0.0,1.0,162.88803373748027
9449,23.0,63.0,77.0,0.0,1.0,0.0,162.88803373748027
9450,20.0,87.0,78.0,0.0,0.0,1.0,162.88803373748027
9451,22.0,8.0,71.0,0.0,0.0,0.0,162.88803373748027
9452,22.0,62.0,73.0,0.0,0.0,0.0,162.88803373748027
9453,22.0,60.0,77.0,0.0,0.0,0.0,162.88803373748027
9454,23.0,30.0,79.0,0.0,0.0,0.0,162.88803373748027
9455,24.0,144.0,79.0,0.0,0.0,0.0,162.88803373748027
9456,26.0,91.0,78.0,27.0,2.0,0.0,27.873328201046466
9457,25.0,182.0,83.0,58.0,27.0,2.0,27.873328201046466
9458,27.0,258.0,76.0,78.0,58.0,27.0,27.873328201046466
9459,27.0,190.0,79.0,94.0,78.0,58.0,27.873328201046466
9460,26.0,6.0,75.0,64.0,94.0,78.0,27.873328201046466
9461,23.0,63.0,77.0,20.0,64.0,94.0,27.873328201046466
9462,20.0,87.0,78.0,11.0,20.0,64.0,27.873328201046466
9463,22.0,8.0,71.0,1.0,11.0,20.0,27.873328201046466
9464,22.0,62.0,73.0,0.0,1.0,11.0,27.873328201046466
9465,22.0,60.0,77.0,0.0,0.0,1.0,27.873328201046466
9466,23.0,30.0,79.0,1.0,0.0,0.0,27.873328201046466
