nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;cod_distrito
Campo Grande;15.0;2014;1;-5,33738E+23;103.0;29.0;1.004;3.235.122.854.016.120;4.0;6.0;7.0;26.0;225.0;72.0;-5,33738E+18
Campo Grande;4.0;2014;2;-5,33738E+23;43.0;29.0;202.0;3.235.122.854.016.120;15.0;4.0;6.0;29.0;103.0;60.0;-5,33738E+18
Campo Grande;9.0;2014;3;-5,33738E+23;138.0;27.0;43.0;3.235.122.854.016.120;4.0;15.0;4.0;29.0;43.0;55.0;-5,33738E+18
Campo Grande;2.0;2014;4;-5,33738E+23;144.0;24.0;10.0;3.235.122.854.016.120;9.0;4.0;15.0;27.0;138.0;66.0;-5,33738E+18
Campo Grande;7.0;2014;5;-5,33738E+23;64.0;22.0;13.0;3.235.122.854.016.120;2.0;9.0;4.0;24.0;144.0;73.0;-5,33738E+18
Campo Grande;5.0;2014;6;-5,33738E+23;45.0;21.0;8.0;3.235.122.854.016.120;7.0;2.0;9.0;22.0;64.0;73.0;-5,33738E+18
Campo Grande;5.0;2014;7;-5,33738E+23;88.0;20.0;7.0;3.235.122.854.016.120;5.0;7.0;2.0;21.0;45.0;75.0;-5,33738E+18
Campo Grande;2.0;2014;8;-5,33738E+23;24.0;21.0;6.0;3.235.122.854.016.120;5.0;5.0;7.0;20.0;88.0;74.0;-5,33738E+18
Campo Grande;9.0;2014;9;-5,33738E+23;65.0;23.0;4.0;3.235.122.854.016.120;2.0;5.0;5.0;21.0;24.0;69.0;-5,33738E+18
Campo Grande;5.0;2014;10;-5,33738E+24;44.0;24.0;15.0;3.235.122.854.016.120;9.0;2.0;5.0;23.0;65.0;64.0;-5,33738E+18
Campo Grande;3.0;2014;11;-5,33738E+24;85.0;25.0;4.0;3.235.122.854.016.120;5.0;9.0;2.0;24.0;44.0;62.0;-5,33738E+18
Campo Grande;2.0;2014;12;-5,33738E+24;81.0;28.0;9.0;3.235.122.854.016.120;3.0;5.0;9.0;25.0;85.0;64.0;-5,33738E+18
Campo Dos Afonsos;0.0;2014;1;-5,53498E+23;103.0;29.0;1.0;43.187.436.583.341.000;0.0;0.0;0.0;26.0;225.0;72.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;2;-5,53498E+23;43.0;29.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;29.0;103.0;60.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;3;-5,53498E+23;138.0;27.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;29.0;43.0;55.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;4;-5,53498E+23;144.0;24.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;27.0;138.0;66.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;5;-5,53498E+23;64.0;22.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;24.0;144.0;73.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;6;-5,53498E+23;45.0;21.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;22.0;64.0;73.0;-5,53498E+18
Campo Dos Afonsos;1.0;2014;7;-5,53498E+23;88.0;20.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;21.0;45.0;75.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;8;-5,53498E+23;24.0;21.0;0.0;43.187.436.583.341.000;1.0;0.0;0.0;20.0;88.0;74.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;9;-5,53498E+23;65.0;23.0;0.0;43.187.436.583.341.000;0.0;1.0;0.0;21.0;24.0;69.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;10;-5,53498E+24;44.0;24.0;0.0;43.187.436.583.341.000;0.0;0.0;1.0;23.0;65.0;64.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;11;-5,53498E+24;85.0;25.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;24.0;44.0;62.0;-5,53498E+18
Campo Dos Afonsos;0.0;2014;12;-5,53498E+24;81.0;28.0;0.0;43.187.436.583.341.000;0.0;0.0;0.0;25.0;85.0;64.0;-5,53498E+18
Cascadura;1.0;2014;1;233187823811105231720141;103.0;29.0;63.0;12.488.631.208.171.800;2.0;1.0;3.0;26.0;225.0;72.0;2331878238111052317
Cascadura;1.0;2014;2;233187823811105231720142;43.0;29.0;41.0;12.488.631.208.171.800;1.0;2.0;1.0;29.0;103.0;60.0;2331878238111052317
Cascadura;1.0;2014;3;233187823811105231720143;138.0;27.0;14.0;12.488.631.208.171.800;1.0;1.0;2.0;29.0;43.0;55.0;2331878238111052317
Cascadura;2.0;2014;4;233187823811105231720144;144.0;24.0;2.0;12.488.631.208.171.800;1.0;1.0;1.0;27.0;138.0;66.0;2331878238111052317
Cascadura;1.0;2014;5;233187823811105231720145;64.0;22.0;2.0;12.488.631.208.171.800;2.0;1.0;1.0;24.0;144.0;73.0;2331878238111052317
Cascadura;0.0;2014;6;233187823811105231720146;45.0;21.0;1.0;12.488.631.208.171.800;1.0;2.0;1.0;22.0;64.0;73.0;2331878238111052317
Cascadura;0.0;2014;7;233187823811105231720147;88.0;20.0;3.0;12.488.631.208.171.800;0.0;1.0;2.0;21.0;45.0;75.0;2331878238111052317
Cascadura;2.0;2014;8;233187823811105231720148;24.0;21.0;1.0;12.488.631.208.171.800;0.0;0.0;1.0;20.0;88.0;74.0;2331878238111052317
Cascadura;0.0;2014;9;233187823811105231720149;65.0;23.0;2.0;12.488.631.208.171.800;2.0;0.0;0.0;21.0;24.0;69.0;2331878238111052317
Cascadura;0.0;2014;10;2331878238111052317201410;44.0;24.0;1.0;12.488.631.208.171.800;0.0;2.0;0.0;23.0;65.0;64.0;2331878238111052317
Cascadura;1.0;2014;11;2331878238111052317201411;85.0;25.0;1.0;12.488.631.208.171.800;0.0;0.0;2.0;24.0;44.0;62.0;2331878238111052317
Cascadura;0.0;2014;12;2331878238111052317201412;81.0;28.0;1.0;12.488.631.208.171.800;1.0;0.0;0.0;25.0;85.0;64.0;2331878238111052317
Catete;4.0;2014;1;-8,44249E+23;103.0;29.0;135.0;36.350.444.933.920.700;0.0;1.0;0.0;26.0;225.0;72.0;-8,44249E+18
Catete;6.0;2014;2;-8,44249E+23;43.0;29.0;51.0;36.350.444.933.920.700;4.0;0.0;1.0;29.0;103.0;60.0;-8,44249E+18
Catete;1.0;2014;3;-8,44249E+23;138.0;27.0;8.0;36.350.444.933.920.700;6.0;4.0;0.0;29.0;43.0;55.0;-8,44249E+18
Catete;4.0;2014;4;-8,44249E+23;144.0;24.0;0.0;36.350.444.933.920.700;1.0;6.0;4.0;27.0;138.0;66.0;-8,44249E+18
Catete;1.0;2014;5;-8,44249E+23;64.0;22.0;0.0;36.350.444.933.920.700;4.0;1.0;6.0;24.0;144.0;73.0;-8,44249E+18
Catete;1.0;2014;6;-8,44249E+23;45.0;21.0;0.0;36.350.444.933.920.700;1.0;4.0;1.0;22.0;64.0;73.0;-8,44249E+18
Catete;0.0;2014;7;-8,44249E+23;88.0;20.0;0.0;36.350.444.933.920.700;1.0;1.0;4.0;21.0;45.0;75.0;-8,44249E+18
Catete;1.0;2014;8;-8,44249E+23;24.0;21.0;1.0;36.350.444.933.920.700;0.0;1.0;1.0;20.0;88.0;74.0;-8,44249E+18
Catete;0.0;2014;9;-8,44249E+23;65.0;23.0;0.0;36.350.444.933.920.700;1.0;0.0;1.0;21.0;24.0;69.0;-8,44249E+18
Catete;1.0;2014;10;-8,44249E+24;44.0;24.0;4.0;36.350.444.933.920.700;0.0;1.0;0.0;23.0;65.0;64.0;-8,44249E+18
Catete;2.0;2014;11;-8,44249E+24;85.0;25.0;6.0;36.350.444.933.920.700;1.0;0.0;1.0;24.0;44.0;62.0;-8,44249E+18
Catete;1.0;2014;12;-8,44249E+24;81.0;28.0;1.0;36.350.444.933.920.700;2.0;1.0;0.0;25.0;85.0;64.0;-8,44249E+18
Catumbi;2.0;2014;1;177991960725007427020141;103.0;29.0;67.0;23.948.329.935.125.100;3.0;1.0;0.0;26.0;225.0;72.0;1779919607250074270
Catumbi;0.0;2014;2;177991960725007427020142;43.0;29.0;11.0;23.948.329.935.125.100;2.0;3.0;1.0;29.0;103.0;60.0;1779919607250074270
Catumbi;0.0;2014;3;177991960725007427020143;138.0;27.0;3.0;23.948.329.935.125.100;0.0;2.0;3.0;29.0;43.0;55.0;1779919607250074270
Catumbi;1.0;2014;4;177991960725007427020144;144.0;24.0;0.0;23.948.329.935.125.100;0.0;0.0;2.0;27.0;138.0;66.0;1779919607250074270
Catumbi;0.0;2014;5;177991960725007427020145;64.0;22.0;0.0;23.948.329.935.125.100;1.0;0.0;0.0;24.0;144.0;73.0;1779919607250074270
Catumbi;1.0;2014;6;177991960725007427020146;45.0;21.0;1.0;23.948.329.935.125.100;0.0;1.0;0.0;22.0;64.0;73.0;1779919607250074270
Catumbi;0.0;2014;7;177991960725007427020147;88.0;20.0;0.0;23.948.329.935.125.100;1.0;0.0;1.0;21.0;45.0;75.0;1779919607250074270
Catumbi;0.0;2014;8;177991960725007427020148;24.0;21.0;1.0;23.948.329.935.125.100;0.0;1.0;0.0;20.0;88.0;74.0;1779919607250074270
Catumbi;1.0;2014;9;177991960725007427020149;65.0;23.0;3.0;23.948.329.935.125.100;0.0;0.0;1.0;21.0;24.0;69.0;1779919607250074270
Catumbi;0.0;2014;10;1779919607250074270201410;44.0;24.0;2.0;23.948.329.935.125.100;1.0;0.0;0.0;23.0;65.0;64.0;1779919607250074270
Catumbi;0.0;2014;11;1779919607250074270201411;85.0;25.0;0.0;23.948.329.935.125.100;0.0;1.0;0.0;24.0;44.0;62.0;1779919607250074270
Catumbi;0.0;2014;12;1779919607250074270201412;81.0;28.0;0.0;23.948.329.935.125.100;0.0;0.0;1.0;25.0;85.0;64.0;1779919607250074270
Cavalcanti;0.0;2014;1;-1,65118E+21;103.0;29.0;24.0;8.632.133.984.720.120;0.0;1.0;0.0;26.0;225.0;72.0;-1,65118E+16
Cavalcanti;0.0;2014;2;-1,65118E+21;43.0;29.0;14.0;8.632.133.984.720.120;0.0;0.0;1.0;29.0;103.0;60.0;-1,65118E+16
Cavalcanti;0.0;2014;3;-1,65118E+21;138.0;27.0;4.0;8.632.133.984.720.120;0.0;0.0;0.0;29.0;43.0;55.0;-1,65118E+16
Cavalcanti;1.0;2014;4;-1,65118E+21;144.0;24.0;3.0;8.632.133.984.720.120;0.0;0.0;0.0;27.0;138.0;66.0;-1,65118E+16
Cavalcanti;1.0;2014;5;-1,65118E+21;64.0;22.0;0.0;8.632.133.984.720.120;1.0;0.0;0.0;24.0;144.0;73.0;-1,65118E+16
Cavalcanti;0.0;2014;6;-1,65118E+21;45.0;21.0;0.0;8.632.133.984.720.120;1.0;1.0;0.0;22.0;64.0;73.0;-1,65118E+16
Cavalcanti;0.0;2014;7;-1,65118E+21;88.0;20.0;0.0;8.632.133.984.720.120;0.0;1.0;1.0;21.0;45.0;75.0;-1,65118E+16
Cavalcanti;0.0;2014;8;-1,65118E+21;24.0;21.0;1.0;8.632.133.984.720.120;0.0;0.0;1.0;20.0;88.0;74.0;-1,65118E+16
Cavalcanti;0.0;2014;9;-1,65118E+21;65.0;23.0;0.0;8.632.133.984.720.120;0.0;0.0;0.0;21.0;24.0;69.0;-1,65118E+16
Cavalcanti;0.0;2014;10;-1,65118E+22;44.0;24.0;0.0;8.632.133.984.720.120;0.0;0.0;0.0;23.0;65.0;64.0;-1,65118E+16
Cavalcanti;1.0;2014;11;-1,65118E+22;85.0;25.0;0.0;8.632.133.984.720.120;0.0;0.0;0.0;24.0;44.0;62.0;-1,65118E+16
Cavalcanti;0.0;2014;12;-1,65118E+22;81.0;28.0;0.0;8.632.133.984.720.120;1.0;0.0;0.0;25.0;85.0;64.0;-1,65118E+16
Cidade Nova;0.0;2014;1;393993672559401801620141;103.0;29.0;47.0;60.161.664.349.128.200;0.0;0.0;0.0;26.0;225.0;72.0;3939936725594018016
Cidade Nova;0.0;2014;2;393993672559401801620142;43.0;29.0;11.0;60.161.664.349.128.200;0.0;0.0;0.0;29.0;103.0;60.0;3939936725594018016
Cidade Nova;1.0;2014;3;393993672559401801620143;138.0;27.0;0.0;60.161.664.349.128.200;0.0;0.0;0.0;29.0;43.0;55.0;3939936725594018016
Cidade Nova;0.0;2014;4;393993672559401801620144;144.0;24.0;0.0;60.161.664.349.128.200;1.0;0.0;0.0;27.0;138.0;66.0;3939936725594018016
Cidade Nova;0.0;2014;5;393993672559401801620145;64.0;22.0;0.0;60.161.664.349.128.200;0.0;1.0;0.0;24.0;144.0;73.0;3939936725594018016
Cidade Nova;0.0;2014;6;393993672559401801620146;45.0;21.0;0.0;60.161.664.349.128.200;0.0;0.0;1.0;22.0;64.0;73.0;3939936725594018016
Cidade Nova;0.0;2014;7;393993672559401801620147;88.0;20.0;0.0;60.161.664.349.128.200;0.0;0.0;0.0;21.0;45.0;75.0;3939936725594018016
Cidade Nova;0.0;2014;8;393993672559401801620148;24.0;21.0;0.0;60.161.664.349.128.200;0.0;0.0;0.0;20.0;88.0;74.0;3939936725594018016
Cidade Nova;0.0;2014;9;393993672559401801620149;65.0;23.0;0.0;60.161.664.349.128.200;0.0;0.0;0.0;21.0;24.0;69.0;3939936725594018016
Cidade Nova;1.0;2014;10;3939936725594018016201410;44.0;24.0;0.0;60.161.664.349.128.200;0.0;0.0;0.0;23.0;65.0;64.0;3939936725594018016
Cidade Nova;0.0;2014;11;3939936725594018016201411;85.0;25.0;0.0;60.161.664.349.128.200;1.0;0.0;0.0;24.0;44.0;62.0;3939936725594018016
Cidade Nova;0.0;2014;12;3939936725594018016201412;81.0;28.0;1.0;60.161.664.349.128.200;0.0;1.0;0.0;25.0;85.0;64.0;3939936725594018016
Cidade De Deus;1.0;2014;1;750236032852418948420141;103.0;29.0;44.0;29.516.052.631.578.900;0.0;0.0;0.0;26.0;225.0;72.0;7502360328524189484
Cidade De Deus;1.0;2014;2;750236032852418948420142;43.0;29.0;14.0;29.516.052.631.578.900;1.0;0.0;0.0;29.0;103.0;60.0;7502360328524189484
Cidade De Deus;0.0;2014;3;750236032852418948420143;138.0;27.0;2.0;29.516.052.631.578.900;1.0;1.0;0.0;29.0;43.0;55.0;7502360328524189484
Cidade De Deus;0.0;2014;4;750236032852418948420144;144.0;24.0;2.0;29.516.052.631.578.900;0.0;1.0;1.0;27.0;138.0;66.0;7502360328524189484
Cidade De Deus;0.0;2014;5;750236032852418948420145;64.0;22.0;0.0;29.516.052.631.578.900;0.0;0.0;1.0;24.0;144.0;73.0;7502360328524189484
Cidade De Deus;0.0;2014;6;750236032852418948420146;45.0;21.0;3.0;29.516.052.631.578.900;0.0;0.0;0.0;22.0;64.0;73.0;7502360328524189484
Cidade De Deus;0.0;2014;7;750236032852418948420147;88.0;20.0;0.0;29.516.052.631.578.900;0.0;0.0;0.0;21.0;45.0;75.0;7502360328524189484
Cidade De Deus;0.0;2014;8;750236032852418948420148;24.0;21.0;0.0;29.516.052.631.578.900;0.0;0.0;0.0;20.0;88.0;74.0;7502360328524189484
Cidade De Deus;1.0;2014;9;750236032852418948420149;65.0;23.0;0.0;29.516.052.631.578.900;0.0;0.0;0.0;21.0;24.0;69.0;7502360328524189484
Cidade De Deus;0.0;2014;10;7502360328524189484201410;44.0;24.0;1.0;29.516.052.631.578.900;1.0;0.0;0.0;23.0;65.0;64.0;7502360328524189484
Cidade De Deus;0.0;2014;11;7502360328524189484201411;85.0;25.0;1.0;29.516.052.631.578.900;0.0;1.0;0.0;24.0;44.0;62.0;7502360328524189484
Cidade De Deus;0.0;2014;12;7502360328524189484201412;81.0;28.0;0.0;29.516.052.631.578.900;0.0;0.0;1.0;25.0;85.0;64.0;7502360328524189484
Coelho Neto;1.0;2014;1;547678728406214490520141;103.0;29.0;73.0;13.281.555.334.394.900;0.0;3.0;0.0;26.0;225.0;72.0;5476787284062144905
Coelho Neto;1.0;2014;2;547678728406214490520142;43.0;29.0;27.0;13.281.555.334.394.900;1.0;0.0;3.0;29.0;103.0;60.0;5476787284062144905
Coelho Neto;0.0;2014;3;547678728406214490520143;138.0;27.0;9.0;13.281.555.334.394.900;1.0;1.0;0.0;29.0;43.0;55.0;5476787284062144905
Coelho Neto;2.0;2014;4;547678728406214490520144;144.0;24.0;5.0;13.281.555.334.394.900;0.0;1.0;1.0;27.0;138.0;66.0;5476787284062144905
Coelho Neto;0.0;2014;5;547678728406214490520145;64.0;22.0;0.0;13.281.555.334.394.900;2.0;0.0;1.0;24.0;144.0;73.0;5476787284062144905
Coelho Neto;2.0;2014;6;547678728406214490520146;45.0;21.0;1.0;13.281.555.334.394.900;0.0;2.0;0.0;22.0;64.0;73.0;5476787284062144905
Coelho Neto;0.0;2014;7;547678728406214490520147;88.0;20.0;0.0;13.281.555.334.394.900;2.0;0.0;2.0;21.0;45.0;75.0;5476787284062144905
Coelho Neto;0.0;2014;8;547678728406214490520148;24.0;21.0;3.0;13.281.555.334.394.900;0.0;2.0;0.0;20.0;88.0;74.0;5476787284062144905
Coelho Neto;1.0;2014;9;547678728406214490520149;65.0;23.0;0.0;13.281.555.334.394.900;0.0;0.0;2.0;21.0;24.0;69.0;5476787284062144905
Coelho Neto;0.0;2014;10;5476787284062144905201410;44.0;24.0;1.0;13.281.555.334.394.900;1.0;0.0;0.0;23.0;65.0;64.0;5476787284062144905
Coelho Neto;0.0;2014;11;5476787284062144905201411;85.0;25.0;1.0;13.281.555.334.394.900;0.0;1.0;0.0;24.0;44.0;62.0;5476787284062144905
Coelho Neto;0.0;2014;12;5476787284062144905201412;81.0;28.0;0.0;13.281.555.334.394.900;0.0;0.0;1.0;25.0;85.0;64.0;5476787284062144905
ColÃ©gio;2.0;2014;1;-6,36752E+23;103.0;29.0;58.0;13.309.055.327.053.100;1.0;2.0;0.0;26.0;225.0;72.0;-6,36752E+18
ColÃ©gio;1.0;2014;2;-6,36752E+23;43.0;29.0;22.0;13.309.055.327.053.100;2.0;1.0;2.0;29.0;103.0;60.0;-6,36752E+18
ColÃ©gio;2.0;2014;3;-6,36752E+23;138.0;27.0;8.0;13.309.055.327.053.100;1.0;2.0;1.0;29.0;43.0;55.0;-6,36752E+18
ColÃ©gio;2.0;2014;4;-6,36752E+23;144.0;24.0;4.0;13.309.055.327.053.100;2.0;1.0;2.0;27.0;138.0;66.0;-6,36752E+18
ColÃ©gio;2.0;2014;5;-6,36752E+23;64.0;22.0;0.0;13.309.055.327.053.100;2.0;2.0;1.0;24.0;144.0;73.0;-6,36752E+18
ColÃ©gio;1.0;2014;6;-6,36752E+23;45.0;21.0;0.0;13.309.055.327.053.100;2.0;2.0;2.0;22.0;64.0;73.0;-6,36752E+18
ColÃ©gio;1.0;2014;7;-6,36752E+23;88.0;20.0;0.0;13.309.055.327.053.100;1.0;2.0;2.0;21.0;45.0;75.0;-6,36752E+18
ColÃ©gio;1.0;2014;8;-6,36752E+23;24.0;21.0;2.0;13.309.055.327.053.100;1.0;1.0;2.0;20.0;88.0;74.0;-6,36752E+18
ColÃ©gio;4.0;2014;9;-6,36752E+23;65.0;23.0;1.0;13.309.055.327.053.100;1.0;1.0;1.0;21.0;24.0;69.0;-6,36752E+18
ColÃ©gio;0.0;2014;10;-6,36752E+24;44.0;24.0;2.0;13.309.055.327.053.100;4.0;1.0;1.0;23.0;65.0;64.0;-6,36752E+18
ColÃ©gio;0.0;2014;11;-6,36752E+24;85.0;25.0;1.0;13.309.055.327.053.100;0.0;4.0;1.0;24.0;44.0;62.0;-6,36752E+18
ColÃ©gio;0.0;2014;12;-6,36752E+24;81.0;28.0;2.0;13.309.055.327.053.100;0.0;0.0;4.0;25.0;85.0;64.0;-6,36752E+18
Complexo Do AlemÃ£o;11.0;2014;1;-6,78365E+23;103.0;29.0;50.0;24.029.229.963.862.300;1.0;0.0;0.0;26.0;225.0;72.0;-6,78365E+18
Complexo Do AlemÃ£o;2.0;2014;2;-6,78365E+23;43.0;29.0;13.0;24.029.229.963.862.300;11.0;1.0;0.0;29.0;103.0;60.0;-6,78365E+18
Complexo Do AlemÃ£o;0.0;2014;3;-6,78365E+23;138.0;27.0;3.0;24.029.229.963.862.300;2.0;11.0;1.0;29.0;43.0;55.0;-6,78365E+18
Complexo Do AlemÃ£o;1.0;2014;4;-6,78365E+23;144.0;24.0;1.0;24.029.229.963.862.300;0.0;2.0;11.0;27.0;138.0;66.0;-6,78365E+18
Complexo Do AlemÃ£o;1.0;2014;5;-6,78365E+23;64.0;22.0;1.0;24.029.229.963.862.300;1.0;0.0;2.0;24.0;144.0;73.0;-6,78365E+18
Complexo Do AlemÃ£o;5.0;2014;6;-6,78365E+23;45.0;21.0;2.0;24.029.229.963.862.300;1.0;1.0;0.0;22.0;64.0;73.0;-6,78365E+18
Complexo Do AlemÃ£o;3.0;2014;7;-6,78365E+23;88.0;20.0;0.0;24.029.229.963.862.300;5.0;1.0;1.0;21.0;45.0;75.0;-6,78365E+18
Complexo Do AlemÃ£o;2.0;2014;8;-6,78365E+23;24.0;21.0;0.0;24.029.229.963.862.300;3.0;5.0;1.0;20.0;88.0;74.0;-6,78365E+18
Complexo Do AlemÃ£o;1.0;2014;9;-6,78365E+23;65.0;23.0;1.0;24.029.229.963.862.300;2.0;3.0;5.0;21.0;24.0;69.0;-6,78365E+18
Complexo Do AlemÃ£o;2.0;2014;10;-6,78365E+24;44.0;24.0;11.0;24.029.229.963.862.300;1.0;2.0;3.0;23.0;65.0;64.0;-6,78365E+18
Complexo Do AlemÃ£o;0.0;2014;11;-6,78365E+24;85.0;25.0;2.0;24.029.229.963.862.300;2.0;1.0;2.0;24.0;44.0;62.0;-6,78365E+18
Complexo Do AlemÃ£o;0.0;2014;12;-6,78365E+24;81.0;28.0;0.0;24.029.229.963.862.300;0.0;2.0;1.0;25.0;85.0;64.0;-6,78365E+18
Cosme Velho;0.0;2014;1;663245436571253188720141;103.0;29.0;50.0;8.275.811.764.705.880;1.0;0.0;0.0;26.0;225.0;72.0;6632454365712531887
Cosme Velho;1.0;2014;2;663245436571253188720142;43.0;29.0;13.0;8.275.811.764.705.880;0.0;1.0;0.0;29.0;103.0;60.0;6632454365712531887
Cosme Velho;1.0;2014;3;663245436571253188720143;138.0;27.0;2.0;8.275.811.764.705.880;1.0;0.0;1.0;29.0;43.0;55.0;6632454365712531887
Cosme Velho;0.0;2014;4;663245436571253188720144;144.0;24.0;0.0;8.275.811.764.705.880;1.0;1.0;0.0;27.0;138.0;66.0;6632454365712531887
Cosme Velho;0.0;2014;5;663245436571253188720145;64.0;22.0;0.0;8.275.811.764.705.880;0.0;1.0;1.0;24.0;144.0;73.0;6632454365712531887
Cosme Velho;0.0;2014;6;663245436571253188720146;45.0;21.0;0.0;8.275.811.764.705.880;0.0;0.0;1.0;22.0;64.0;73.0;6632454365712531887
Cosme Velho;1.0;2014;7;663245436571253188720147;88.0;20.0;0.0;8.275.811.764.705.880;0.0;0.0;0.0;21.0;45.0;75.0;6632454365712531887
Cosme Velho;0.0;2014;8;663245436571253188720148;24.0;21.0;0.0;8.275.811.764.705.880;1.0;0.0;0.0;20.0;88.0;74.0;6632454365712531887
Cosme Velho;0.0;2014;9;663245436571253188720149;65.0;23.0;1.0;8.275.811.764.705.880;0.0;1.0;0.0;21.0;24.0;69.0;6632454365712531887
Cosme Velho;0.0;2014;10;6632454365712531887201410;44.0;24.0;0.0;8.275.811.764.705.880;0.0;0.0;1.0;23.0;65.0;64.0;6632454365712531887
Cosme Velho;0.0;2014;11;6632454365712531887201411;85.0;25.0;1.0;8.275.811.764.705.880;0.0;0.0;0.0;24.0;44.0;62.0;6632454365712531887
Cosme Velho;0.0;2014;12;6632454365712531887201412;81.0;28.0;1.0;8.275.811.764.705.880;0.0;0.0;0.0;25.0;85.0;64.0;6632454365712531887
Cosmos;2.0;2014;1;-6,14258E+23;103.0;29.0;286.0;7.036.505.820.819.970;0.0;1.0;2.0;26.0;225.0;72.0;-6,14258E+18
Cosmos;0.0;2014;2;-6,14258E+23;43.0;29.0;35.0;7.036.505.820.819.970;2.0;0.0;1.0;29.0;103.0;60.0;-6,14258E+18
Cosmos;1.0;2014;3;-6,14258E+23;138.0;27.0;14.0;7.036.505.820.819.970;0.0;2.0;0.0;29.0;43.0;55.0;-6,14258E+18
Cosmos;1.0;2014;4;-6,14258E+23;144.0;24.0;3.0;7.036.505.820.819.970;1.0;0.0;2.0;27.0;138.0;66.0;-6,14258E+18
Cosmos;1.0;2014;5;-6,14258E+23;64.0;22.0;4.0;7.036.505.820.819.970;1.0;1.0;0.0;24.0;144.0;73.0;-6,14258E+18
Cosmos;1.0;2014;6;-6,14258E+23;45.0;21.0;0.0;7.036.505.820.819.970;1.0;1.0;1.0;22.0;64.0;73.0;-6,14258E+18
Cosmos;0.0;2014;7;-6,14258E+23;88.0;20.0;2.0;7.036.505.820.819.970;1.0;1.0;1.0;21.0;45.0;75.0;-6,14258E+18
Cosmos;0.0;2014;8;-6,14258E+23;24.0;21.0;1.0;7.036.505.820.819.970;0.0;1.0;1.0;20.0;88.0;74.0;-6,14258E+18
Cosmos;1.0;2014;9;-6,14258E+23;65.0;23.0;0.0;7.036.505.820.819.970;0.0;0.0;1.0;21.0;24.0;69.0;-6,14258E+18
Cosmos;3.0;2014;10;-6,14258E+24;44.0;24.0;2.0;7.036.505.820.819.970;1.0;0.0;0.0;23.0;65.0;64.0;-6,14258E+18
Cosmos;1.0;2014;11;-6,14258E+24;85.0;25.0;0.0;7.036.505.820.819.970;3.0;1.0;0.0;24.0;44.0;62.0;-6,14258E+18
Cosmos;2.0;2014;12;-6,14258E+24;81.0;28.0;1.0;7.036.505.820.819.970;1.0;3.0;1.0;25.0;85.0;64.0;-6,14258E+18
Costa Barros;2.0;2014;1;-8,75897E+23;103.0;29.0;28.0;1.612.674.564.690.320;1.0;2.0;0.0;26.0;225.0;72.0;-8,75897E+18
Costa Barros;0.0;2014;2;-8,75897E+23;43.0;29.0;11.0;1.612.674.564.690.320;2.0;1.0;2.0;29.0;103.0;60.0;-8,75897E+18
Costa Barros;4.0;2014;3;-8,75897E+23;138.0;27.0;7.0;1.612.674.564.690.320;0.0;2.0;1.0;29.0;43.0;55.0;-8,75897E+18
Costa Barros;0.0;2014;4;-8,75897E+23;144.0;24.0;3.0;1.612.674.564.690.320;4.0;0.0;2.0;27.0;138.0;66.0;-8,75897E+18
Costa Barros;0.0;2014;5;-8,75897E+23;64.0;22.0;1.0;1.612.674.564.690.320;0.0;4.0;0.0;24.0;144.0;73.0;-8,75897E+18
Costa Barros;1.0;2014;6;-8,75897E+23;45.0;21.0;0.0;1.612.674.564.690.320;0.0;0.0;4.0;22.0;64.0;73.0;-8,75897E+18
Costa Barros;1.0;2014;7;-8,75897E+23;88.0;20.0;0.0;1.612.674.564.690.320;1.0;0.0;0.0;21.0;45.0;75.0;-8,75897E+18
Costa Barros;1.0;2014;8;-8,75897E+23;24.0;21.0;2.0;1.612.674.564.690.320;1.0;1.0;0.0;20.0;88.0;74.0;-8,75897E+18
Costa Barros;0.0;2014;9;-8,75897E+23;65.0;23.0;1.0;1.612.674.564.690.320;1.0;1.0;1.0;21.0;24.0;69.0;-8,75897E+18
Costa Barros;0.0;2014;10;-8,75897E+24;44.0;24.0;2.0;1.612.674.564.690.320;0.0;1.0;1.0;23.0;65.0;64.0;-8,75897E+18
Costa Barros;1.0;2014;11;-8,75897E+24;85.0;25.0;0.0;1.612.674.564.690.320;0.0;0.0;1.0;24.0;44.0;62.0;-8,75897E+18
