nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;cod_distrito
Copacabana;197.0;2012;3;554526847157015118620123;37.0;25.0;51.0;362.32992757687316;135.0;84.0;26.0;25.0;5.0;77.0;5545268471570151186
Copacabana;282.0;2012;4;554526847157015118620124;91.0;25.0;24.0;362.32992757687316;197.0;135.0;84.0;25.0;37.0;80.0;5545268471570151186
Copacabana;317.0;2012;5;554526847157015118620125;146.0;22.0;6.0;362.32992757687316;282.0;197.0;135.0;25.0;91.0;80.0;5545268471570151186
Copacabana;158.0;2012;6;554526847157015118620126;27.0;23.0;7.0;362.32992757687316;317.0;282.0;197.0;22.0;146.0;78.0;5545268471570151186
Copacabana;89.0;2012;7;554526847157015118620127;8.0;22.0;10.0;362.32992757687316;158.0;317.0;282.0;23.0;27.0;81.0;5545268471570151186
Copacabana;49.0;2012;8;554526847157015118620128;18.0;21.0;22.0;362.32992757687316;89.0;158.0;317.0;22.0;8.0;75.0;5545268471570151186
Copacabana;21.0;2012;9;554526847157015118620129;102.0;22.0;26.0;362.32992757687316;49.0;89.0;158.0;21.0;18.0;77.0;5545268471570151186
Copacabana;26.0;2012;10;5545268471570151186201210;57.0;22.0;84.0;362.32992757687316;21.0;49.0;89.0;22.0;102.0;77.0;5545268471570151186
Copacabana;26.0;2012;11;5545268471570151186201211;105.0;22.0;135.0;362.32992757687316;26.0;21.0;49.0;22.0;57.0;78.0;5545268471570151186
Copacabana;46.0;2012;12;5545268471570151186201212;26.0;26.0;197.0;362.32992757687316;26.0;26.0;21.0;22.0;105.0;85.0;5545268471570151186
Cordovil;30.0;2012;1;583957222892669562420121;179.0;24.0;86.0;118.95880004148516;14.0;10.0;0.0;23.0;185.0;82.0;5839572228926695624
Cordovil;30.0;2012;2;583957222892669562420122;5.0;25.0;13.0;118.95880004148516;30.0;14.0;10.0;24.0;179.0;82.0;5839572228926695624
Cordovil;73.0;2012;3;583957222892669562420123;37.0;25.0;7.0;118.95880004148516;30.0;30.0;14.0;25.0;5.0;77.0;5839572228926695624
Cordovil;177.0;2012;4;583957222892669562420124;91.0;25.0;6.0;118.95880004148516;73.0;30.0;30.0;25.0;37.0;80.0;5839572228926695624
Cordovil;198.0;2012;5;583957222892669562420125;146.0;22.0;1.0;118.95880004148516;177.0;73.0;30.0;25.0;91.0;80.0;5839572228926695624
Cordovil;100.0;2012;6;583957222892669562420126;27.0;23.0;3.0;118.95880004148516;198.0;177.0;73.0;22.0;146.0;78.0;5839572228926695624
Cordovil;17.0;2012;7;583957222892669562420127;8.0;22.0;0.0;118.95880004148516;100.0;198.0;177.0;23.0;27.0;81.0;5839572228926695624
Cordovil;9.0;2012;8;583957222892669562420128;18.0;21.0;10.0;118.95880004148516;17.0;100.0;198.0;22.0;8.0;75.0;5839572228926695624
Cordovil;5.0;2012;9;583957222892669562420129;102.0;22.0;14.0;118.95880004148516;9.0;17.0;100.0;21.0;18.0;77.0;5839572228926695624
Cordovil;8.0;2012;10;5839572228926695624201210;57.0;22.0;30.0;118.95880004148516;5.0;9.0;17.0;22.0;102.0;77.0;5839572228926695624
Cordovil;6.0;2012;11;5839572228926695624201211;105.0;22.0;30.0;118.95880004148516;8.0;5.0;9.0;22.0;57.0;78.0;5839572228926695624
Cordovil;8.0;2012;12;5839572228926695624201212;26.0;26.0;73.0;118.95880004148516;6.0;8.0;5.0;22.0;105.0;85.0;5839572228926695624
Flamengo;11.0;2012;1;-387580445394456222520121;179.0;24.0;72.0;308.5321326611188;8.0;4.0;10.0;23.0;185.0;82.0;-3875804453944562225
Flamengo;19.0;2012;2;-387580445394456222520122;5.0;25.0;34.0;308.5321326611188;11.0;8.0;4.0;24.0;179.0;82.0;-3875804453944562225
Flamengo;30.0;2012;3;-387580445394456222520123;37.0;25.0;21.0;308.5321326611188;19.0;11.0;8.0;25.0;5.0;77.0;-3875804453944562225
Flamengo;67.0;2012;4;-387580445394456222520124;91.0;25.0;6.0;308.5321326611188;30.0;19.0;11.0;25.0;37.0;80.0;-3875804453944562225
Flamengo;63.0;2012;5;-387580445394456222520125;146.0;22.0;2.0;308.5321326611188;67.0;30.0;19.0;25.0;91.0;80.0;-3875804453944562225
Flamengo;27.0;2012;6;-387580445394456222520126;27.0;23.0;1.0;308.5321326611188;63.0;67.0;30.0;22.0;146.0;78.0;-3875804453944562225
Flamengo;16.0;2012;7;-387580445394456222520127;8.0;22.0;10.0;308.5321326611188;27.0;63.0;67.0;23.0;27.0;81.0;-3875804453944562225
Flamengo;9.0;2012;8;-387580445394456222520128;18.0;21.0;4.0;308.5321326611188;16.0;27.0;63.0;22.0;8.0;75.0;-3875804453944562225
Flamengo;8.0;2012;9;-387580445394456222520129;102.0;22.0;8.0;308.5321326611188;9.0;16.0;27.0;21.0;18.0;77.0;-3875804453944562225
Flamengo;8.0;2012;10;-3875804453944562225201210;57.0;22.0;11.0;308.5321326611188;8.0;9.0;16.0;22.0;102.0;77.0;-3875804453944562225
Flamengo;6.0;2012;11;-3875804453944562225201211;105.0;22.0;19.0;308.5321326611188;8.0;8.0;9.0;22.0;57.0;78.0;-3875804453944562225
Flamengo;13.0;2012;12;-3875804453944562225201212;26.0;26.0;30.0;308.5321326611188;6.0;8.0;8.0;22.0;105.0;85.0;-3875804453944562225
Freguesia (Ilha Do Governador);29.0;2012;1;-282532381237798874220121;179.0;24.0;37.0;48.63562518489299;27.0;13.0;4.0;23.0;185.0;82.0;-2825323812377988742
Freguesia (Ilha Do Governador);21.0;2012;2;-282532381237798874220122;5.0;25.0;41.0;48.63562518489299;29.0;27.0;13.0;24.0;179.0;82.0;-2825323812377988742
Freguesia (Ilha Do Governador);52.0;2012;3;-282532381237798874220123;37.0;25.0;13.0;48.63562518489299;21.0;29.0;27.0;25.0;5.0;77.0;-2825323812377988742
Freguesia (Ilha Do Governador);86.0;2012;4;-282532381237798874220124;91.0;25.0;10.0;48.63562518489299;52.0;21.0;29.0;25.0;37.0;80.0;-2825323812377988742
Freguesia (Ilha Do Governador);131.0;2012;5;-282532381237798874220125;146.0;22.0;2.0;48.63562518489299;86.0;52.0;21.0;25.0;91.0;80.0;-2825323812377988742
Freguesia (Ilha Do Governador);49.0;2012;6;-282532381237798874220126;27.0;23.0;1.0;48.63562518489299;131.0;86.0;52.0;22.0;146.0;78.0;-2825323812377988742
Freguesia (Ilha Do Governador);17.0;2012;7;-282532381237798874220127;8.0;22.0;4.0;48.63562518489299;49.0;131.0;86.0;23.0;27.0;81.0;-2825323812377988742
Freguesia (Ilha Do Governador);7.0;2012;8;-282532381237798874220128;18.0;21.0;13.0;48.63562518489299;17.0;49.0;131.0;22.0;8.0;75.0;-2825323812377988742
Freguesia (Ilha Do Governador);5.0;2012;9;-282532381237798874220129;102.0;22.0;27.0;48.63562518489299;7.0;17.0;49.0;21.0;18.0;77.0;-2825323812377988742
Freguesia (Ilha Do Governador);4.0;2012;10;-2825323812377988742201210;57.0;22.0;29.0;48.63562518489299;5.0;7.0;17.0;22.0;102.0;77.0;-2825323812377988742
Freguesia (Ilha Do Governador);4.0;2012;11;-2825323812377988742201211;105.0;22.0;21.0;48.63562518489299;4.0;5.0;7.0;22.0;57.0;78.0;-2825323812377988742
Freguesia (Ilha Do Governador);7.0;2012;12;-2825323812377988742201212;26.0;26.0;52.0;48.63562518489299;4.0;4.0;5.0;22.0;105.0;85.0;-2825323812377988742
Gamboa;3.0;2012;1;549326778011795349020121;179.0;24.0;45.0;119.54910593943752;3.0;0.0;0.0;23.0;185.0;82.0;5493267780117953490
Gamboa;13.0;2012;2;549326778011795349020122;5.0;25.0;20.0;119.54910593943752;3.0;3.0;0.0;24.0;179.0;82.0;5493267780117953490
Gamboa;26.0;2012;3;549326778011795349020123;37.0;25.0;1.0;119.54910593943752;13.0;3.0;3.0;25.0;5.0;77.0;5493267780117953490
Gamboa;38.0;2012;4;549326778011795349020124;91.0;25.0;1.0;119.54910593943752;26.0;13.0;3.0;25.0;37.0;80.0;5493267780117953490
Gamboa;43.0;2012;5;549326778011795349020125;146.0;22.0;1.0;119.54910593943752;38.0;26.0;13.0;25.0;91.0;80.0;5493267780117953490
Gamboa;8.0;2012;6;549326778011795349020126;27.0;23.0;0.0;119.54910593943752;43.0;38.0;26.0;22.0;146.0;78.0;5493267780117953490
Gamboa;3.0;2012;7;549326778011795349020127;8.0;22.0;0.0;119.54910593943752;8.0;43.0;38.0;23.0;27.0;81.0;5493267780117953490
Gamboa;4.0;2012;8;549326778011795349020128;18.0;21.0;0.0;119.54910593943752;3.0;8.0;43.0;22.0;8.0;75.0;5493267780117953490
Gamboa;0.0;2012;9;549326778011795349020129;102.0;22.0;3.0;119.54910593943752;4.0;3.0;8.0;21.0;18.0;77.0;5493267780117953490
Gamboa;0.0;2012;10;5493267780117953490201210;57.0;22.0;3.0;119.54910593943752;0.0;4.0;3.0;22.0;102.0;77.0;5493267780117953490
Gamboa;0.0;2012;11;5493267780117953490201211;105.0;22.0;13.0;119.54910593943752;0.0;0.0;4.0;22.0;57.0;78.0;5493267780117953490
Gamboa;4.0;2012;12;5493267780117953490201212;26.0;26.0;26.0;119.54910593943752;0.0;0.0;0.0;22.0;105.0;85.0;5493267780117953490
GlÃ³ria;10.0;2012;1;606372476379021997620121;179.0;24.0;56.0;86.00925357424784;3.0;1.0;2.0;23.0;185.0;82.0;6063724763790219976
GlÃ³ria;21.0;2012;2;606372476379021997620122;5.0;25.0;22.0;86.00925357424784;10.0;3.0;1.0;24.0;179.0;82.0;6063724763790219976
GlÃ³ria;14.0;2012;3;606372476379021997620123;37.0;25.0;6.0;86.00925357424784;21.0;10.0;3.0;25.0;5.0;77.0;6063724763790219976
GlÃ³ria;34.0;2012;4;606372476379021997620124;91.0;25.0;0.0;86.00925357424784;14.0;21.0;10.0;25.0;37.0;80.0;6063724763790219976
GlÃ³ria;23.0;2012;5;606372476379021997620125;146.0;22.0;1.0;86.00925357424784;34.0;14.0;21.0;25.0;91.0;80.0;6063724763790219976
GlÃ³ria;9.0;2012;6;606372476379021997620126;27.0;23.0;0.0;86.00925357424784;23.0;34.0;14.0;22.0;146.0;78.0;6063724763790219976
GlÃ³ria;3.0;2012;7;606372476379021997620127;8.0;22.0;2.0;86.00925357424784;9.0;23.0;34.0;23.0;27.0;81.0;6063724763790219976
GlÃ³ria;1.0;2012;8;606372476379021997620128;18.0;21.0;1.0;86.00925357424784;3.0;9.0;23.0;22.0;8.0;75.0;6063724763790219976
GlÃ³ria;4.0;2012;9;606372476379021997620129;102.0;22.0;3.0;86.00925357424784;1.0;3.0;9.0;21.0;18.0;77.0;6063724763790219976
GlÃ³ria;2.0;2012;10;6063724763790219976201210;57.0;22.0;10.0;86.00925357424784;4.0;1.0;3.0;22.0;102.0;77.0;6063724763790219976
GlÃ³ria;0.0;2012;11;6063724763790219976201211;105.0;22.0;21.0;86.00925357424784;2.0;4.0;1.0;22.0;57.0;78.0;6063724763790219976
GlÃ³ria;4.0;2012;12;6063724763790219976201212;26.0;26.0;14.0;86.00925357424784;0.0;2.0;4.0;22.0;105.0;85.0;6063724763790219976
Grumari;0.0;2012;1;-155379325962996987320121;179.0;24.0;74.0;0.17658978205609033;6.0;2.0;5.0;23.0;185.0;82.0;-1553793259629969873
Grumari;0.0;2012;2;-155379325962996987320122;5.0;25.0;71.0;0.17658978205609033;0.0;6.0;2.0;24.0;179.0;82.0;-1553793259629969873
Grumari;0.0;2012;3;-155379325962996987320123;37.0;25.0;17.0;0.17658978205609033;0.0;0.0;6.0;25.0;5.0;77.0;-1553793259629969873
Grumari;0.0;2012;4;-155379325962996987320124;91.0;25.0;7.0;0.17658978205609033;0.0;0.0;0.0;25.0;37.0;80.0;-1553793259629969873
Grumari;0.0;2012;5;-155379325962996987320125;146.0;22.0;1.0;0.17658978205609033;0.0;0.0;0.0;25.0;91.0;80.0;-1553793259629969873
Grumari;0.0;2012;6;-155379325962996987320126;27.0;23.0;2.0;0.17658978205609033;0.0;0.0;0.0;22.0;146.0;78.0;-1553793259629969873
Grumari;0.0;2012;7;-155379325962996987320127;8.0;22.0;5.0;0.17658978205609033;0.0;0.0;0.0;23.0;27.0;81.0;-1553793259629969873
Grumari;0.0;2012;8;-155379325962996987320128;18.0;21.0;2.0;0.17658978205609033;0.0;0.0;0.0;22.0;8.0;75.0;-1553793259629969873
Grumari;0.0;2012;9;-155379325962996987320129;102.0;22.0;6.0;0.17658978205609033;0.0;0.0;0.0;21.0;18.0;77.0;-1553793259629969873
Grumari;0.0;2012;10;-1553793259629969873201210;57.0;22.0;0.0;0.17658978205609033;0.0;0.0;0.0;22.0;102.0;77.0;-1553793259629969873
Grumari;0.0;2012;11;-1553793259629969873201211;105.0;22.0;0.0;0.17658978205609033;0.0;0.0;0.0;22.0;57.0;78.0;-1553793259629969873
Grumari;0.0;2012;12;-1553793259629969873201212;26.0;26.0;0.0;0.17658978205609033;0.0;0.0;0.0;22.0;105.0;85.0;-1553793259629969873
Guaratiba;127.0;2012;1;-532725557610382605720121;179.0;24.0;1904.0;8.007080584253037;89.0;74.0;42.0;23.0;185.0;82.0;-5327255576103826057
Guaratiba;160.0;2012;2;-532725557610382605720122;5.0;25.0;1485.0;8.007080584253037;127.0;89.0;74.0;24.0;179.0;82.0;-5327255576103826057
Guaratiba;404.0;2012;3;-532725557610382605720123;37.0;25.0;418.0;8.007080584253037;160.0;127.0;89.0;25.0;5.0;77.0;-5327255576103826057
Guaratiba;425.0;2012;4;-532725557610382605720124;91.0;25.0;36.0;8.007080584253037;404.0;160.0;127.0;25.0;37.0;80.0;-5327255576103826057
Guaratiba;285.0;2012;5;-532725557610382605720125;146.0;22.0;27.0;8.007080584253037;425.0;404.0;160.0;25.0;91.0;80.0;-5327255576103826057
Guaratiba;141.0;2012;6;-532725557610382605720126;27.0;23.0;28.0;8.007080584253037;285.0;425.0;404.0;22.0;146.0;78.0;-5327255576103826057
Guaratiba;18.0;2012;7;-532725557610382605720127;8.0;22.0;42.0;8.007080584253037;141.0;285.0;425.0;23.0;27.0;81.0;-5327255576103826057
Guaratiba;4.0;2012;8;-532725557610382605720128;18.0;21.0;74.0;8.007080584253037;18.0;141.0;285.0;22.0;8.0;75.0;-5327255576103826057
Guaratiba;2.0;2012;9;-532725557610382605720129;102.0;22.0;89.0;8.007080584253037;4.0;18.0;141.0;21.0;18.0;77.0;-5327255576103826057
Guaratiba;1.0;2012;10;-5327255576103826057201210;57.0;22.0;127.0;8.007080584253037;2.0;4.0;18.0;22.0;102.0;77.0;-5327255576103826057
Guaratiba;9.0;2012;11;-5327255576103826057201211;105.0;22.0;160.0;8.007080584253037;1.0;2.0;4.0;22.0;57.0;78.0;-5327255576103826057
Guaratiba;30.0;2012;12;-5327255576103826057201212;26.0;26.0;404.0;8.007080584253037;9.0;1.0;2.0;22.0;105.0;85.0;-5327255576103826057
GÃ¡vea;14.0;2012;1;861348623778488352920121;179.0;24.0;57.0;62.967301131958436;22.0;1.0;7.0;23.0;185.0;82.0;8613486237784883529
GÃ¡vea;25.0;2012;2;861348623778488352920122;5.0;25.0;23.0;62.967301131958436;14.0;22.0;1.0;24.0;179.0;82.0;8613486237784883529
GÃ¡vea;11.0;2012;3;861348623778488352920123;37.0;25.0;16.0;62.967301131958436;25.0;14.0;22.0;25.0;5.0;77.0;8613486237784883529
GÃ¡vea;38.0;2012;4;861348623778488352920124;91.0;25.0;1.0;62.967301131958436;11.0;25.0;14.0;25.0;37.0;80.0;8613486237784883529
GÃ¡vea;35.0;2012;5;861348623778488352920125;146.0;22.0;1.0;62.967301131958436;38.0;11.0;25.0;25.0;91.0;80.0;8613486237784883529
GÃ¡vea;8.0;2012;6;861348623778488352920126;27.0;23.0;1.0;62.967301131958436;35.0;38.0;11.0;22.0;146.0;78.0;8613486237784883529
GÃ¡vea;2.0;2012;7;861348623778488352920127;8.0;22.0;7.0;62.967301131958436;8.0;35.0;38.0;23.0;27.0;81.0;8613486237784883529
GÃ¡vea;1.0;2012;8;861348623778488352920128;18.0;21.0;1.0;62.967301131958436;2.0;8.0;35.0;22.0;8.0;75.0;8613486237784883529
GÃ¡vea;0.0;2012;9;861348623778488352920129;102.0;22.0;22.0;62.967301131958436;1.0;2.0;8.0;21.0;18.0;77.0;8613486237784883529
GÃ¡vea;1.0;2012;10;8613486237784883529201210;57.0;22.0;14.0;62.967301131958436;0.0;1.0;2.0;22.0;102.0;77.0;8613486237784883529
GÃ¡vea;1.0;2012;11;8613486237784883529201211;105.0;22.0;25.0;62.967301131958436;1.0;0.0;1.0;22.0;57.0;78.0;8613486237784883529
GÃ¡vea;2.0;2012;12;8613486237784883529201212;26.0;26.0;11.0;62.967301131958436;1.0;1.0;0.0;22.0;105.0;85.0;8613486237784883529
Ipanema;14.0;2012;1;487555341339885825020121;179.0;24.0;78.0;140.6338779214885;3.0;7.0;0.0;23.0;185.0;82.0;4875553413398858250
Ipanema;22.0;2012;2;487555341339885825020122;5.0;25.0;28.0;140.6338779214885;14.0;3.0;7.0;24.0;179.0;82.0;4875553413398858250
Ipanema;23.0;2012;3;487555341339885825020123;37.0;25.0;15.0;140.6338779214885;22.0;14.0;3.0;25.0;5.0;77.0;4875553413398858250
Ipanema;68.0;2012;4;487555341339885825020124;91.0;25.0;6.0;140.6338779214885;23.0;22.0;14.0;25.0;37.0;80.0;4875553413398858250
Ipanema;65.0;2012;5;487555341339885825020125;146.0;22.0;3.0;140.6338779214885;68.0;23.0;22.0;25.0;91.0;80.0;4875553413398858250
Ipanema;20.0;2012;6;487555341339885825020126;27.0;23.0;5.0;140.6338779214885;65.0;68.0;23.0;22.0;146.0;78.0;4875553413398858250
Ipanema;12.0;2012;7;487555341339885825020127;8.0;22.0;0.0;140.6338779214885;20.0;65.0;68.0;23.0;27.0;81.0;4875553413398858250
Ipanema;11.0;2012;8;487555341339885825020128;18.0;21.0;7.0;140.6338779214885;12.0;20.0;65.0;22.0;8.0;75.0;4875553413398858250
Ipanema;4.0;2012;9;487555341339885825020129;102.0;22.0;3.0;140.6338779214885;11.0;12.0;20.0;21.0;18.0;77.0;4875553413398858250
Ipanema;7.0;2012;10;4875553413398858250201210;57.0;22.0;14.0;140.6338779214885;4.0;11.0;12.0;22.0;102.0;77.0;4875553413398858250
Ipanema;7.0;2012;11;4875553413398858250201211;105.0;22.0;22.0;140.6338779214885;7.0;4.0;11.0;22.0;57.0;78.0;4875553413398858250
Ipanema;9.0;2012;12;4875553413398858250201212;26.0;26.0;23.0;140.6338779214885;7.0;7.0;4.0;22.0;105.0;85.0;4875553413398858250
Jardim Carioca;33.0;2012;1;54296712516975980320121;179.0;24.0;59.0;155.57781753130587;20.0;16.0;4.0;23.0;185.0;82.0;542967125169759803
Jardim Carioca;29.0;2012;2;54296712516975980320122;5.0;25.0;31.0;155.57781753130587;33.0;20.0;16.0;24.0;179.0;82.0;542967125169759803
Jardim Carioca;65.0;2012;3;54296712516975980320123;37.0;25.0;13.0;155.57781753130587;29.0;33.0;20.0;25.0;5.0;77.0;542967125169759803
Jardim Carioca;140.0;2012;4;54296712516975980320124;91.0;25.0;0.0;155.57781753130587;65.0;29.0;33.0;25.0;37.0;80.0;542967125169759803
Jardim Carioca;211.0;2012;5;54296712516975980320125;146.0;22.0;0.0;155.57781753130587;140.0;65.0;29.0;25.0;91.0;80.0;542967125169759803
Jardim Carioca;94.0;2012;6;54296712516975980320126;27.0;23.0;0.0;155.57781753130587;211.0;140.0;65.0;22.0;146.0;78.0;542967125169759803
Jardim Carioca;40.0;2012;7;54296712516975980320127;8.0;22.0;4.0;155.57781753130587;94.0;211.0;140.0;23.0;27.0;81.0;542967125169759803
Jardim Carioca;29.0;2012;8;54296712516975980320128;18.0;21.0;16.0;155.57781753130587;40.0;94.0;211.0;22.0;8.0;75.0;542967125169759803
Jardim Carioca;16.0;2012;9;54296712516975980320129;102.0;22.0;20.0;155.57781753130587;29.0;40.0;94.0;21.0;18.0;77.0;542967125169759803
Jardim Carioca;13.0;2012;10;542967125169759803201210;57.0;22.0;33.0;155.57781753130587;16.0;29.0;40.0;22.0;102.0;77.0;542967125169759803
Jardim Carioca;8.0;2012;11;542967125169759803201211;105.0;22.0;29.0;155.57781753130587;13.0;16.0;29.0;22.0;57.0;78.0;542967125169759803
Jardim Carioca;19.0;2012;12;542967125169759803201212;26.0;26.0;65.0;155.57781753130587;8.0;13.0;16.0;22.0;105.0;85.0;542967125169759803
Jardim Guanabara;23.0;2012;1;-664868923753939700120121;179.0;24.0;59.0;101.9875697931938;32.0;9.0;3.0;23.0;185.0;82.0;-6648689237539397001
Jardim Guanabara;26.0;2012;2;-664868923753939700120122;5.0;25.0;34.0;101.9875697931938;23.0;32.0;9.0;24.0;179.0;82.0;-6648689237539397001
Jardim Guanabara;60.0;2012;3;-664868923753939700120123;37.0;25.0;17.0;101.9875697931938;26.0;23.0;32.0;25.0;5.0;77.0;-6648689237539397001
Jardim Guanabara;98.0;2012;4;-664868923753939700120124;91.0;25.0;3.0;101.9875697931938;60.0;26.0;23.0;25.0;37.0;80.0;-6648689237539397001
Jardim Guanabara;114.0;2012;5;-664868923753939700120125;146.0;22.0;2.0;101.9875697931938;98.0;60.0;26.0;25.0;91.0;80.0;-6648689237539397001
Jardim Guanabara;67.0;2012;6;-664868923753939700120126;27.0;23.0;4.0;101.9875697931938;114.0;98.0;60.0;22.0;146.0;78.0;-6648689237539397001
Jardim Guanabara;22.0;2012;7;-664868923753939700120127;8.0;22.0;3.0;101.9875697931938;67.0;114.0;98.0;23.0;27.0;81.0;-6648689237539397001
Jardim Guanabara;10.0;2012;8;-664868923753939700120128;18.0;21.0;9.0;101.9875697931938;22.0;67.0;114.0;22.0;8.0;75.0;-6648689237539397001
Jardim Guanabara;4.0;2012;9;-664868923753939700120129;102.0;22.0;32.0;101.9875697931938;10.0;22.0;67.0;21.0;18.0;77.0;-6648689237539397001
Jardim Guanabara;14.0;2012;10;-6648689237539397001201210;57.0;22.0;23.0;101.9875697931938;4.0;10.0;22.0;22.0;102.0;77.0;-6648689237539397001
Jardim Guanabara;5.0;2012;11;-6648689237539397001201211;105.0;22.0;26.0;101.9875697931938;14.0;4.0;10.0;22.0;57.0;78.0;-6648689237539397001
Jardim Guanabara;7.0;2012;12;-6648689237539397001201212;26.0;26.0;60.0;101.9875697931938;5.0;14.0;4.0;22.0;105.0;85.0;-6648689237539397001
JoÃ¡;0.0;2012;1;271324904549728382320121;179.0;24.0;448.0;4.913712493342013;28.0;28.0;11.0;23.0;185.0;82.0;2713249045497283823
JoÃ¡;0.0;2012;2;271324904549728382320122;5.0;25.0;373.0;4.913712493342013;0.0;28.0;28.0;24.0;179.0;82.0;2713249045497283823
JoÃ¡;0.0;2012;3;271324904549728382320123;37.0;25.0;72.0;4.913712493342013;0.0;0.0;28.0;25.0;5.0;77.0;2713249045497283823
JoÃ¡;1.0;2012;4;271324904549728382320124;91.0;25.0;9.0;4.913712493342013;0.0;0.0;0.0;25.0;37.0;80.0;2713249045497283823
JoÃ¡;0.0;2012;5;271324904549728382320125;146.0;22.0;2.0;4.913712493342013;1.0;0.0;0.0;25.0;91.0;80.0;2713249045497283823
JoÃ¡;0.0;2012;6;271324904549728382320126;27.0;23.0;12.0;4.913712493342013;0.0;1.0;0.0;22.0;146.0;78.0;2713249045497283823
JoÃ¡;0.0;2012;7;271324904549728382320127;8.0;22.0;11.0;4.913712493342013;0.0;0.0;1.0;23.0;27.0;81.0;2713249045497283823
JoÃ¡;0.0;2012;8;271324904549728382320128;18.0;21.0;28.0;4.913712493342013;0.0;0.0;0.0;22.0;8.0;75.0;2713249045497283823
JoÃ¡;0.0;2012;9;271324904549728382320129;102.0;22.0;28.0;4.913712493342013;0.0;0.0;0.0;21.0;18.0;77.0;2713249045497283823
JoÃ¡;0.0;2012;10;2713249045497283823201210;57.0;22.0;0.0;4.913712493342013;0.0;0.0;0.0;22.0;102.0;77.0;2713249045497283823
JoÃ¡;0.0;2012;11;2713249045497283823201211;105.0;22.0;0.0;4.913712493342013;0.0;0.0;0.0;22.0;57.0;78.0;2713249045497283823
JoÃ¡;1.0;2012;12;2713249045497283823201212;26.0;26.0;0.0;4.913712493342013;0.0;0.0;0.0;22.0;105.0;85.0;2713249045497283823
Leblon;10.0;2012;1;-328599382443500241720121;179.0;24.0;85.0;217.0575449352097;11.0;7.0;5.0;23.0;185.0;82.0;-3285993824435002417
Leblon;13.0;2012;2;-328599382443500241720122;5.0;25.0;33.0;217.0575449352097;10.0;11.0;7.0;24.0;179.0;82.0;-3285993824435002417
Leblon;18.0;2012;3;-328599382443500241720123;37.0;25.0;19.0;217.0575449352097;13.0;10.0;11.0;25.0;5.0;77.0;-3285993824435002417
Leblon;46.0;2012;4;-328599382443500241720124;91.0;25.0;6.0;217.0575449352097;18.0;13.0;10.0;25.0;37.0;80.0;-3285993824435002417
Leblon;36.0;2012;5;-328599382443500241720125;146.0;22.0;0.0;217.0575449352097;46.0;18.0;13.0;25.0;91.0;80.0;-3285993824435002417
Leblon;16.0;2012;6;-328599382443500241720126;27.0;23.0;1.0;217.0575449352097;36.0;46.0;18.0;22.0;146.0;78.0;-3285993824435002417
Leblon;9.0;2012;7;-328599382443500241720127;8.0;22.0;5.0;217.0575449352097;16.0;36.0;46.0;23.0;27.0;81.0;-3285993824435002417
Leblon;3.0;2012;8;-328599382443500241720128;18.0;21.0;7.0;217.0575449352097;9.0;16.0;36.0;22.0;8.0;75.0;-3285993824435002417
Leblon;4.0;2012;9;-328599382443500241720129;102.0;22.0;11.0;217.0575449352097;3.0;9.0;16.0;21.0;18.0;77.0;-3285993824435002417
Leblon;3.0;2012;10;-3285993824435002417201210;57.0;22.0;10.0;217.0575449352097;4.0;3.0;9.0;22.0;102.0;77.0;-3285993824435002417
Leblon;5.0;2012;11;-3285993824435002417201211;105.0;22.0;13.0;217.0575449352097;3.0;4.0;3.0;22.0;57.0;78.0;-3285993824435002417
Leblon;5.0;2012;12;-3285993824435002417201212;26.0;26.0;18.0;217.0575449352097;5.0;3.0;4.0;22.0;105.0;85.0;-3285993824435002417
Leme;5.0;2012;1;446508563071495250620121;179.0;24.0;35.0;153.71454154727792;5.0;0.0;1.0;23.0;185.0;82.0;4465085630714952506
Leme;8.0;2012;2;446508563071495250620122;5.0;25.0;19.0;153.71454154727792;5.0;5.0;0.0;24.0;179.0;82.0;4465085630714952506
Leme;21.0;2012;3;446508563071495250620123;37.0;25.0;6.0;153.71454154727792;8.0;5.0;5.0;25.0;5.0;77.0;4465085630714952506
Leme;27.0;2012;4;446508563071495250620124;91.0;25.0;3.0;153.71454154727792;21.0;8.0;5.0;25.0;37.0;80.0;4465085630714952506
Leme;38.0;2012;5;446508563071495250620125;146.0;22.0;0.0;153.71454154727792;27.0;21.0;8.0;25.0;91.0;80.0;4465085630714952506
Leme;10.0;2012;6;446508563071495250620126;27.0;23.0;0.0;153.71454154727792;38.0;27.0;21.0;22.0;146.0;78.0;4465085630714952506
Leme;3.0;2012;7;446508563071495250620127;8.0;22.0;1.0;153.71454154727792;10.0;38.0;27.0;23.0;27.0;81.0;4465085630714952506
Leme;3.0;2012;8;446508563071495250620128;18.0;21.0;0.0;153.71454154727792;3.0;10.0;38.0;22.0;8.0;75.0;4465085630714952506
Leme;4.0;2012;9;446508563071495250620129;102.0;22.0;5.0;153.71454154727792;3.0;3.0;10.0;21.0;18.0;77.0;4465085630714952506
Leme;3.0;2012;10;4465085630714952506201210;57.0;22.0;5.0;153.71454154727792;4.0;3.0;3.0;22.0;102.0;77.0;4465085630714952506
